,index,순위,선수명,팀명,AVG,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SAC,SF,year,HR홈런,index,순위,선수명,팀명,AVG,BB,IBB,HBP,SO,GDP,SLG,OBP,OPS,MH,RISP,PH-BA,year,OBP출루율,BB볼넷,index,순위,선수명,팀명,AVG,XBH,GO,AO,GO/AO,GW RBI,BB/K,P/PA,ISOP,XR,GPA,year,BB/K볼넷/삼진,GO땅볼,ISOP순수장타율,GO/AO땅볼/뜬공
3696,5,6,진갑용,삼성,0.324,39,73,68,8,22,2,0,3.0,33,10,0,1,2015,,16.0,17,송성문,넥센,0.250,0.0,0,0,3,0,0.250,0.250,0.500,1,0.333,0.0,2015,,,16.0,17,송성문,넥센,0.250,0,4.0,2,2.00,0,0.00,2.83,0.000,0.7,0.175,2015,,,,
3697,6,7,박석민,삼성,0.321,135,559,448,90,144,25,0,26.0,247,116,1,8,2015,,17.0,18,박헌도,넥센,0.248,37.0,0,7,52,6,0.417,0.371,0.788,10,0.333,0.286,2015,,,17.0,18,박헌도,넥센,0.248,21,62.0,52,1.19,5,0.71,4.25,0.170,35.2,0.271,2015,,,,
3698,7,8,최형우,삼성,0.318,144,637,547,94,174,33,1,33.0,308,123,0,8,2015,,18.0,19,유선정,넥센,0.240,2.0,0,0,5,1,0.240,0.296,0.536,1,0.333,0.5,2015,,,18.0,19,유선정,넥센,0.240,0,6.0,8,0.75,0,0.40,3.78,0.000,1.6,0.193,2015,,,,
3699,8,9,이지영,삼성,0.305,124,400,361,36,110,10,1,1.0,125,55,16,5,2015,,19.0,20,문우람,넥센,0.235,12.0,1,3,30,1,0.370,0.314,0.684,6,0.303,0.2,2015,,,19.0,20,문우람,넥센,0.235,12,30.0,34,0.88,1,0.40,4.02,0.134,15.3,0.234,2015,,,,
3700,9,10,박한이,삼성,0.300,94,429,367,62,110,17,4,11.0,168,52,7,1,2015,,20.0,21,김지수,넥센,0.235,9.0,0,2,27,2,0.288,0.292,0.580,4,0.225,0.5,2015,,,20.0,21,김지수,넥센,0.235,7,39.0,36,1.08,0,0.33,3.61,0.053,11.4,0.203,2015,,,,
3701,10,11,박해민,삼성,0.293,144,608,525,96,154,22,7,0.0,190,47,23,2,2015,,21.0,22,서동욱,넥센,0.233,11.0,0,3,45,1,0.369,0.325,0.694,6,0.226,0.25,2015,,,21.0,22,서동욱,넥센,0.233,8,20.0,14,1.43,2,0.24,4.25,0.136,12.9,0.239,2015,,,,
3702,11,12,나바로,삼성,0.287,140,643,534,126,153,19,1,48.0,318,137,1,9,2015,,22.0,23,임병욱,넥센,0.186,9.0,0,0,23,1,0.326,0.327,0.653,0,0.222,0.308,2015,,,22.0,23,임병욱,넥센,0.186,3,5.0,7,0.71,0,0.39,4.08,0.140,4.1,0.229,2015,,,,
3703,12,13,김상수,삼성,0.278,132,518,449,67,125,30,4,8.0,187,63,13,7,2015,,23.0,24,장영석,넥센,0.125,0.0,0,0,2,1,0.125,0.125,0.250,0,0.0,0.0,2015,,,23.0,24,장영석,넥센,0.125,0,3.0,2,1.50,0,0.00,3.25,0.000,-0.5,0.088,2015,,,,
3704,13,14,백상원,삼성,0.247,52,94,77,10,19,5,0,0.0,24,7,2,1,2015,,24.0,25,김민준,넥센,0.000,1.0,0,0,0,0,0.000,0.500,0.500,0,0.0,0.0,2015,,,24.0,25,김민준,넥센,0.000,0,1.0,0,-,0,-,7.00,0.000,0.3,0.225,2015,,,,
3705,14,15,이흥련,삼성,0.238,71,108,105,16,25,7,0,1.0,35,17,1,0,2015,,25.0,25,김택형,넥센,-,0.0,0,0,0,0,-,-,-,0,0.0,0.0,2015,,,25.0,25,김택형,넥센,-,0,0.0,0,-,0,-,-,-,0.0,0.0,2015,,,,
3706,15,16,이영욱,삼성,0.227,38,26,22,8,5,2,0,0.0,7,2,0,0,2015,,26.0,25,마정길,넥센,-,0.0,0,0,0,0,-,-,-,0,0.0,0.0,2015,,,26.0,25,마정길,넥센,-,0,0.0,0,-,0,-,-,-,0.0,0.0,2015,,,,
3707,16,17,박찬도,삼성,0.213,116,106,89,32,19,2,1,0.0,23,9,5,0,2015,,27.0,25,문성현,넥센,-,0.0,0,0,0,0,-,-,-,0,0.0,0.0,2015,,,27.0,25,문성현,넥센,-,0,0.0,0,-,0,-,-,-,0.0,0.0,2015,,,,
3708,17,18,우동균,삼성,0.208,37,82,72,12,15,4,0,0.0,19,6,1,0,2015,,28.0,25,손승락,넥센,-,0.0,0,0,0,0,-,-,-,0,0.0,0.0,2015,,,28.0,25,손승락,넥센,-,0,0.0,0,-,0,-,-,-,0.0,0.0,2015,,,,
3709,18,19,김재현,삼성,0.171,73,48,41,7,7,0,0,0.0,7,5,2,0,2015,,29.0,25,한현희,넥센,-,0.0,0,0,0,0,-,-,-,0,0.0,0.0,2015,,,29.0,25,한현희,넥센,-,0,0.0,0,-,0,-,-,-,0.0,0.0,2015,,,,
3710,19,20,김정혁,삼성,0.167,17,20,18,3,3,0,0,0.0,3,1,1,0,2015,,0.0,1,김동은,KT,0.429,2.0,0,0,6,0,0.486,0.447,0.933,3,0.333,1.0,2015,,,0.0,1,김동은,KT,0.429,2,5.0,10,0.5,1,0.33,3.24,0.057,7.3,0.323,2015,,,,
3711,20,20,최선호,삼성,0.167,33,44,42,8,7,1,0,0.0,8,1,2,0,2015,,1.0,2,마르테,KT,0.348,51.0,7,2,60,19,0.569,0.414,0.983,44,0.305,0.5,2015,,,1.0,2,마르테,KT,0.348,53,88.0,137,0.64,7,0.85,3.57,0.221,88.3,0.329,2015,,,,
3712,21,22,강봉규,삼성,0.000,5,8,6,0,0,0,0,0.0,0,0,0,0,2015,,2.0,3,댄블랙,KT,0.333,25.0,2,2,52,4,0.576,0.413,0.989,17,0.291,0.0,2015,,,2.0,3,댄블랙,KT,0.333,23,41.0,39,1.05,5,0.48,4.0,0.242,42.2,0.33,2015,,,,
3713,22,22,김태완,삼성,0.000,4,6,5,0,0,0,0,0.0,0,0,0,0,2015,,3.0,4,장성호,KT,0.309,17.0,0,2,15,3,0.383,0.421,0.804,5,0.419,0.55,2015,,,3.0,4,장성호,KT,0.309,5,31.0,20,1.55,0,1.13,4.38,0.074,16.3,0.285,2015,,,,
3714,23,22,박계범,삼성,-,3,0,0,0,0,0,0,0.0,0,0,0,0,2015,,4.0,5,이대형,KT,0.302,53.0,0,6,92,5,0.355,0.37,0.725,44,0.29,0.667,2015,,,4.0,5,이대형,KT,0.302,26,236.0,54,4.37,2,0.58,3.77,0.053,76.6,0.255,2015,,,,
3715,24,22,심창민,삼성,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2015,,5.0,6,박경수,KT,0.284,74.0,1,13,115,8,0.507,0.399,0.906,38,0.288,0.333,2015,,,5.0,6,박경수,KT,0.284,53,99.0,105,0.94,7,0.64,4.28,0.223,89.1,0.306,2015,,,,
3716,25,22,윤영수,삼성,0.000,4,2,2,0,0,0,0,0.0,0,0,0,0,2015,,6.0,7,장성우,KT,0.284,46.0,1,0,85,12,0.425,0.346,0.771,31,0.286,0.0,2015,,,6.0,7,장성우,KT,0.284,34,123.0,111,1.11,10,0.54,4.0,0.141,64.2,0.262,2015,,,,
3717,26,22,이상훈,삼성,0.000,4,8,7,0,0,0,0,0.0,0,0,1,0,2015,,7.0,8,김상현,KT,0.28,50.0,4,8,115,21,0.493,0.354,0.847,37,0.25,0.667,2015,,,7.0,8,김상현,KT,0.28,47,140.0,93,1.51,3,0.43,4.02,0.213,77.5,0.283,2015,,,,
3718,27,22,임창용,삼성,-,2,0,0,0,0,0,0,0.0,0,0,0,0,2015,,8.0,8,박기혁,KT,0.28,30.0,0,3,84,10,0.34,0.35,0.69,20,0.31,0.0,2015,,,8.0,8,박기혁,KT,0.28,15,82.0,51,1.61,3,0.36,3.91,0.06,35.3,0.243,2015,,,,
3719,28,22,정인욱,삼성,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2015,,9.0,10,김민혁,KT,0.276,14.0,0,2,30,3,0.327,0.343,0.67,13,0.289,0.308,2015,,,9.0,10,김민혁,KT,0.276,5,56.0,27,2.07,0,0.47,3.96,0.051,17.7,0.236,2015,,,,
3720,29,22,최민구,삼성,-,6,1,0,1,0,0,0,0.0,0,1,0,1,2015,,10.0,11,윤요섭,KT,0.264,6.0,0,1,39,5,0.473,0.293,0.766,5,0.256,0.25,2015,,,10.0,11,윤요섭,KT,0.264,13,39.0,33,1.18,1,0.15,3.62,0.209,19.7,0.25,2015,,,,
3721,0,1,테임즈,NC,0.381,142,595,472,130,180,42,5,47.0,373,140,0,7,2015,,11.0,12,박용근,KT,0.263,7.0,0,0,15,4,0.342,0.325,0.667,5,0.286,0.0,2015,,,11.0,12,박용근,KT,0.263,6,28.0,13,2.15,0,0.47,3.67,0.079,7.4,0.232,2015,,,,
3722,1,2,박정준,NC,0.381,19,24,21,2,8,2,0,0.0,10,2,0,0,2015,,12.0,13,오정복,KT,0.259,33.0,0,3,26,3,0.377,0.355,0.732,18,0.362,1.0,2015,,,12.0,13,오정복,KT,0.259,17,79.0,73,1.08,5,1.27,4.17,0.117,33.7,0.254,2015,,,,
3723,2,3,조평호,NC,0.364,22,22,22,4,8,2,0,1.0,13,3,0,0,2015,,13.0,14,하준호,KT,0.258,21.0,1,7,73,2,0.371,0.332,0.703,18,0.217,0.083,2015,,,13.0,14,하준호,KT,0.258,16,60.0,52,1.15,1,0.29,4.1,0.113,32.7,0.242,2015,,,,
3724,3,4,나성범,NC,0.326,144,622,564,112,184,34,5,28.0,312,135,3,8,2015,,14.0,15,김지열,KT,0.254,16.0,1,1,75,3,0.386,0.306,0.692,17,0.293,0.0,2015,,,14.0,15,김지열,KT,0.254,15,46.0,49,0.94,3,0.21,3.93,0.132,27.6,0.234,2015,,,,
3725,4,5,박민우,NC,0.304,141,617,520,111,158,31,6,3.0,210,47,3,7,2015,,15.0,16,송민섭,KT,0.25,2.0,0,0,13,2,0.364,0.283,0.647,1,0.125,0.143,2015,,,15.0,16,송민섭,KT,0.25,4,8.0,12,0.67,0,0.15,3.12,0.114,3.9,0.218,2015,,,,
3726,5,6,김종호,NC,0.295,133,486,424,90,125,16,7,4.0,167,36,10,3,2015,,16.0,16,윤도경,KT,0.25,0.0,0,0,1,0,0.25,0.25,0.5,0,0.5,0.25,2015,,,16.0,16,윤도경,KT,0.25,0,1.0,1,1.0,0,0.0,4.25,0.0,0.2,0.175,2015,,,,
3727,6,7,이호준,NC,0.294,131,518,449,48,132,25,0,24.0,229,110,3,2,2015,,17.0,18,모상기,KT,0.231,2.0,0,0,5,0,0.231,0.333,0.564,1,0.25,0.0,2015,,,17.0,18,모상기,KT,0.231,0,0.0,5,0.0,0,0.4,4.0,0.0,1.2,0.208,2015,,,,
3728,7,8,모창민,NC,0.290,103,239,214,23,62,14,0,6.0,94,35,4,3,2015,,18.0,18,이지찬,KT,0.231,2.0,0,0,6,2,0.282,0.268,0.55,1,0.267,0.333,2015,,,18.0,18,이지찬,KT,0.231,2,16.0,8,2.0,0,0.33,3.4,0.051,2.5,0.191,2015,,,,
3729,8,9,박대온,NC,0.286,33,22,21,2,6,1,0,0.0,7,3,0,1,2015,,19.0,20,김영환,KT,0.229,1.0,0,0,11,0,0.292,0.245,0.537,2,0.455,0.1,2015,,,19.0,20,김영환,KT,0.229,1,14.0,12,1.17,0,0.09,3.2,0.063,3.5,0.183,2015,,,,
3730,9,10,조영훈,NC,0.282,103,146,124,20,35,8,0,8.0,67,35,1,2,2015,,20.0,21,조중근,KT,0.222,3.0,1,0,6,1,0.306,0.282,0.588,0,0.125,0.167,2015,,,20.0,21,조중근,KT,0.222,1,13.0,9,1.44,0,0.5,4.26,0.083,2.9,0.203,2015,,,,
3731,10,11,이종욱,NC,0.268,125,504,440,63,118,25,2,5.0,162,52,4,3,2015,,21.0,22,김종민,KT,0.219,2.0,0,1,3,0,0.219,0.286,0.505,1,0.167,0.25,2015,,,21.0,22,김종민,KT,0.219,0,8.0,14,0.57,0,0.67,4.31,0.0,1.9,0.183,2015,,,,
3732,11,12,지석훈,NC,0.267,137,466,415,53,111,15,0,11.0,159,46,9,3,2015,,22.0,23,김진곤,KT,0.212,0.0,0,1,20,0,0.224,0.221,0.445,3,0.304,0.25,2015,,,22.0,23,김진곤,KT,0.212,1,29.0,18,1.61,0,0.0,3.37,0.012,3.5,0.155,2015,,,,
3733,12,13,김성욱,NC,0.258,125,204,182,32,47,8,1,3.0,66,26,0,1,2015,,23.0,24,김태훈,KT,0.209,0.0,0,0,16,1,0.302,0.205,0.507,0,0.111,0.214,2015,,,23.0,24,김태훈,KT,0.209,2,9.0,10,0.9,0,0.0,3.61,0.093,2.5,0.168,2015,,,,
3734,13,14,김태군,NC,0.254,144,474,421,45,107,24,0,6.0,149,52,11,7,2015,,24.0,25,신명철,KT,0.209,27.0,2,0,37,5,0.299,0.34,0.639,4,0.214,0.278,2015,,,24.0,25,신명철,KT,0.209,6,44.0,26,1.69,0,0.73,4.42,0.09,15.5,0.228,2015,,,,
3735,14,15,최재원,NC,0.247,114,102,85,31,21,8,0,2.0,35,13,1,0,2015,,25.0,26,김동욱,KT,0.196,13.0,1,1,16,1,0.255,0.369,0.624,2,0.15,0.5,2015,,,25.0,26,김동욱,KT,0.196,3,14.0,11,1.27,0,0.81,4.52,0.059,6.0,0.23,2015,,,,
3736,15,16,손시헌,NC,0.245,140,508,440,56,108,24,2,13.0,175,58,13,5,2015,,26.0,27,심우준,KT,0.169,2.0,0,0,35,4,0.239,0.181,0.42,3,0.19,0.0,2015,,,26.0,27,심우준,KT,0.169,8,44.0,39,1.13,1,0.06,3.45,0.07,3.1,0.141,2015,,,,
3737,16,17,용덕한,NC,0.243,91,157,140,12,34,6,0,1.0,43,13,5,0,2015,,27.0,28,문상철,KT,0.163,7.0,0,0,32,1,0.275,0.23,0.505,2,0.308,0.214,2015,,,27.0,28,문상철,KT,0.163,5,18.0,17,1.06,0,0.22,3.74,0.113,4.8,0.172,2015,,,,
3738,17,18,김준완,NC,0.227,30,54,44,12,10,0,0,0.0,10,2,0,0,2015,,28.0,29,이창진,KT,0.158,1.0,0,0,6,0,0.211,0.2,0.411,0,0.0,0.0,2015,,,28.0,29,이창진,KT,0.158,1,4.0,6,0.67,0,0.17,3.4,0.053,0.6,0.143,2015,,,,
3739,18,19,강구성,NC,0.200,4,5,5,0,1,1,0,0.0,2,0,0,0,2015,,29.0,30,배정대,KT,0.092,1.0,0,1,23,1,0.154,0.119,0.273,0,0.0,0.111,2015,,,29.0,30,배정대,KT,0.092,2,17.0,19,0.89,0,0.04,3.69,0.062,-0.4,0.092,2015,,,,
3740,19,20,윤병호,NC,0.111,9,9,9,0,1,0,0,0.0,1,0,0,0,2015,,0.0,31,고영표,KT,-,0.0,0,0,0,0,-,-,-,0,0.0,0.0,2015,,,0.0,31,고영표,KT,-,0,0.0,0,-,0,-,-,-,0.0,0.0,2015,,,,
3741,20,21,노진혁,NC,0.079,65,42,38,4,3,2,0,0.0,5,2,1,1,2015,,1.0,31,김기표,KT,-,0.0,0,0,0,0,-,-,-,0,0.0,0.0,2015,,,1.0,31,김기표,KT,-,0,0.0,0,-,0,-,-,-,0.0,0.0,2015,,,,
3742,21,22,강민국,NC,0.000,1,2,2,0,0,0,0,0.0,0,0,0,0,2015,,2.0,31,김민수,KT,-,0.0,0,0,0,0,-,-,-,0,0.0,0.0,2015,,,2.0,31,김민수,KT,-,0,0.0,0,-,0,-,-,-,0.0,0.0,2015,,,,
3743,22,22,강장산,NC,-,2,0,0,0,0,0,0,0.0,0,0,0,0,2015,,3.0,31,김사율,KT,-,0.0,0,0,0,0,-,-,-,0,0.0,0.0,2015,,,3.0,31,김사율,KT,-,0,0.0,0,-,0,-,-,-,0.0,0.0,2015,,,,
3744,23,22,고창성,NC,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2015,,4.0,31,배우열,KT,-,0.0,0,0,0,0,-,-,-,0,0.0,0.0,2015,,,4.0,31,배우열,KT,-,0,0.0,0,-,0,-,-,-,0.0,0.0,2015,,,,
3745,24,22,김태진,NC,0.000,1,3,3,0,0,0,0,0.0,0,0,0,0,2015,,5.0,31,심재민,KT,-,0.0,0,0,0,0,-,-,-,0,0.0,0.0,2015,,,5.0,31,심재민,KT,-,0,0.0,0,-,0,-,-,-,0.0,0.0,2015,,,,
3746,25,22,노건우,NC,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2015,,6.0,31,안현준,KT,-,0.0,0,0,0,0,-,-,-,0,0.0,0.0,2015,,,6.0,31,안현준,KT,-,0,0.0,0,-,0,-,-,-,0.0,0.0,2015,,,,
3747,26,22,마낙길,NC,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2015,,7.0,31,윤수강,KT,0.000,0.0,0,0,1,0,0.000,0.000,0.000,0,0.0,0.0,2015,,,7.0,31,윤수강,KT,0.000,0,1.0,0,-,0,0.00,3.50,0.000,-0.2,0.0,2015,,,,
3748,27,22,민태호,NC,-,3,0,0,0,0,0,0,0.0,0,0,0,0,2015,,8.0,31,이해창,KT,0.000,0.0,0,1,2,0,0.000,0.250,0.250,0,0.0,0.0,2015,,,8.0,31,이해창,KT,0.000,0,1.0,0,-,0,0.00,2.50,0.000,0.1,0.113,2015,,,,
3749,28,22,손민한,NC,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2015,,9.0,31,장시환,KT,-,0.0,0,0,0,0,-,-,-,0,0.0,0.0,2015,,,9.0,31,장시환,KT,-,0,0.0,0,-,0,-,-,-,0.0,0.0,2015,,,,
3750,29,22,이민호,NC,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2015,,10.0,31,정대현,KT,-,0.0,0,0,0,0,-,-,-,0,0.0,0.0,2015,,,10.0,31,정대현,KT,-,0,0.0,0,-,0,-,-,-,0.0,0.0,2015,,,,
3751,0,22,이창섭,NC,0.000,16,8,5,0,0,0,0,0.0,0,0,0,0,2015,,11.0,31,조무근,KT,-,0.0,0,0,0,0,-,-,-,0,0.0,0.0,2015,,,11.0,31,조무근,KT,-,0,0.0,0,-,0,-,-,-,0.0,0.0,2015,,,,
3752,1,22,이태양,NC,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2015,,12.0,31,홍성무,KT,-,0.0,0,0,0,0,-,0.000,0.000,0,0.0,0.0,2015,,,12.0,31,홍성무,KT,-,0,0.0,1,0.00,0,-,6.00,-,0.4,0.0,2015,,,,
3753,2,22,이혜천,NC,-,3,0,0,0,0,0,0,0.0,0,0,0,0,2015,,13.0,31,홍성용,KT,-,0.0,0,0,0,0,-,-,-,0,0.0,0.0,2015,,,13.0,31,홍성용,KT,-,0,0.0,0,-,0,-,-,-,0.0,0.0,2015,,,,
3754,3,22,임정호,NC,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2015,,14.0,31,황덕균,KT,-,0.0,0,0,0,0,-,-,-,0,0.0,0.0,2015,,,14.0,31,황덕균,KT,-,0,0.0,0,-,0,-,-,-,0.0,0.0,2015,,,,
3755,4,22,임창민,NC,-,2,0,0,0,0,0,0,0.0,0,0,0,0,2015,,0.0,1,이창열,한화,0.5,0.0,0,0,0,0,1.0,0.5,1.5,0,1.0,0.5,2015,,,0.0,1,이창열,한화,0.5,1,0.0,1,0.00,0,-,5.5,0.5,0.6,0.475,2015,,,,
3756,5,22,최금강,NC,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2015,,1.0,2,이용규,한화,0.341,68.0,5,9,45,4,0.424,0.427,0.851,49,0.35,0.0,2015,,,1.0,2,이용규,한화,0.341,26,177.0,107,1.65,3,1.51,3.98,0.083,93.2,0.298,2015,,,,
3757,6,22,황윤호,NC,0.000,10,6,5,2,0,0,0,0.0,0,0,0,0,2015,,2.0,3,김경언,한화,0.337,50.0,3,2,89,9,0.525,0.414,0.939,40,0.323,0.25,2015,,,2.0,3,김경언,한화,0.337,38,96.0,68,1.41,10,0.56,4.13,0.188,75.1,0.318,2015,,,,
3758,0,1,유한준,넥센,0.362,139,598,520,103,188,42,1,23.0,301,116,1,8,2015,,3.0,4,박노민,한화,0.333,2.0,0,0,11,0,0.333,0.385,0.718,0,0.25,0.333,2015,,,3.0,4,박노민,한화,0.333,0,5.0,0,-,0,0.18,4.15,0.0,3.2,0.257,2015,,,,
3759,1,2,박병호,넥센,0.343,140,622,528,129,181,35,1,53.0,377,146,0,4,2015,,4.0,5,정근우,한화,0.316,61.0,1,8,66,14,0.466,0.403,0.869,48,0.307,0.0,2015,,,4.0,5,정근우,한화,0.316,44,158.0,98,1.61,13,0.92,3.59,0.15,84.9,0.298,2015,,,,
3760,2,3,허정협,넥센,0.333,4,6,6,1,2,0,0,0.0,2,0,0,0,2015,,5.0,6,김태균,한화,0.316,98.0,12,12,80,19,0.539,0.457,0.996,30,0.353,0.333,2015,,,5.0,6,김태균,한화,0.316,49,120.0,84,1.43,11,1.23,4.24,0.223,96.1,0.34,2015,,,,
3761,3,3,홍성갑,넥센,0.333,7,10,9,0,3,0,0,0.0,3,2,0,0,2015,,6.0,7,정현석,한화,0.31,13.0,1,2,24,3,0.388,0.389,0.777,10,0.31,0.167,2015,,,6.0,7,정현석,한화,0.31,7,31.0,25,1.24,1,0.54,3.92,0.078,16.8,0.272,2015,,,,
3762,4,5,이택근,넥센,0.326,105,401,347,61,113,16,1,10.0,161,44,3,4,2015,,7.0,8,하주석,한화,0.3,1.0,0,0,4,0,0.3,0.364,0.664,1,0.5,0.0,2015,,,7.0,8,하주석,한화,0.3,0,2.0,1,2.00,0,0.25,3.73,0.0,1.2,0.239,2015,,,,
3763,5,6,고종욱,넥센,0.310,119,443,407,81,126,25,4,10.0,189,51,4,1,2015,,8.0,9,최진행,한화,0.291,65.0,6,4,101,9,0.505,0.41,0.915,26,0.281,0.167,2015,,,8.0,9,최진행,한화,0.291,35,71.0,67,1.06,5,0.64,4.13,0.213,67.1,0.311,2015,,,,
3764,6,7,김민성,넥센,0.303,118,489,445,60,135,24,0,16.0,207,71,2,3,2015,,9.0,10,이종환,한화,0.29,6.0,0,0,21,0,0.33,0.33,0.66,8,0.314,0.25,2015,,,9.0,10,이종환,한화,0.29,4,31.0,19,1.63,2,0.29,4.06,0.04,10.9,0.231,2015,,,,
3765,7,8,서건창,넥센,0.298,85,368,312,52,93,24,4,3.0,134,37,11,2,2015,,10.0,11,이시찬,한화,0.281,4.0,0,1,12,3,0.297,0.324,0.621,5,0.3,0.083,2015,,,10.0,11,이시찬,한화,0.281,1,19.0,17,1.12,0,0.33,3.94,0.016,6.2,0.22,2015,,,,
3766,8,9,윤석민,넥센,0.294,108,418,361,54,106,24,1,14.0,174,71,5,7,2015,,11.0,12,폭스,한화,0.278,8.0,1,3,27,9,0.509,0.339,0.848,8,0.27,0.2,2015,,,11.0,12,폭스,한화,0.278,11,30.0,23,1.30,1,0.30,3.72,0.231,16.3,0.28,2015,,,,
3767,9,10,김하성,넥센,0.290,140,582,511,89,148,35,5,19.0,250,73,4,6,2015,,12.0,13,모건,한화,0.273,4.0,0,4,8,1,0.333,0.405,0.738,2,0.214,0.0,2015,,,12.0,13,모건,한화,0.273,2,11.0,6,1.83,1,0.50,3.93,0.061,5.3,0.266,2015,,,,
3768,10,11,스나이더,넥센,0.281,113,487,431,88,121,26,1,26.0,227,71,3,5,2015,,13.0,14,강경학,한화,0.257,40.0,1,5,58,3,0.325,0.348,0.673,20,0.233,0.143,2015,,,13.0,14,강경학,한화,0.257,13,103.0,73,1.41,3,0.69,4.08,0.068,40.0,0.238,2015,,,,
3769,11,12,강지광,넥센,0.278,13,21,18,3,5,0,0,0.0,5,2,0,0,2015,,14.0,15,장운호,한화,0.254,10.0,0,6,27,4,0.342,0.346,0.688,6,0.133,0.0,2015,,,14.0,15,장운호,한화,0.254,6,30.0,28,1.07,0,0.37,3.43,0.088,14.1,0.241,2015,,,,
3770,12,13,장시윤,넥센,0.276,17,31,29,2,8,0,0,0.0,8,2,2,0,2015,,15.0,16,이성열,한화,0.25,20.0,1,9,87,5,0.427,0.331,0.758,11,0.322,0.364,2015,,,15.0,16,이성열,한화,0.25,21,47.0,42,1.12,4,0.23,3.92,0.177,33.1,0.256,2015,,,,
3771,13,14,박동원,넥센,0.266,127,443,379,47,101,12,1,14.0,157,61,10,8,2015,,16.0,16,지시완,한화,0.25,0.0,0,0,5,0,0.333,0.25,0.583,0,0.0,0.0,2015,,,16.0,16,지시완,한화,0.25,1,2.0,2,1.00,0,0.00,4.17,0.083,0.9,0.196,2015,,,,
3772,14,15,김재현,넥센,0.262,59,71,65,7,17,3,0,1.0,23,6,2,1,2015,,17.0,18,송광민,한화,0.243,2.0,0,1,11,1,0.297,0.3,0.597,2,0.125,0.0,2015,,,17.0,18,송광민,한화,0.243,2,12.0,5,2.40,0,0.18,3.61,0.054,3.0,0.209,2015,,,,
3773,15,16,유재신,넥센,0.259,62,32,27,21,7,2,0,0.0,9,3,2,0,2015,,18.0,19,김태완,한화,0.239,2.0,0,2,16,1,0.283,0.3,0.583,3,0.059,0.167,2015,,,18.0,19,김태완,한화,0.239,2,10.0,9,1.11,0,0.13,4.04,0.043,3.7,0.206,2015,,,,
3774,16,17,송성문,넥센,0.250,7,12,12,0,3,0,0,0.0,3,1,0,0,2015,,19.0,20,조인성,한화,0.232,16.0,0,6,89,5,0.391,0.288,0.679,13,0.244,0.0,2015,,,19.0,20,조인성,한화,0.232,22,68.0,56,1.21,1,0.18,3.52,0.159,31.4,0.227,2015,,,,
3775,17,18,박헌도,넥센,0.248,108,267,218,31,54,13,0,8.0,91,42,3,2,2015,,20.0,21,한상훈,한화,0.23,8.0,0,1,18,1,0.295,0.329,0.624,1,0.333,0.267,2015,,,20.0,21,한상훈,한화,0.23,4,19.0,10,1.90,0,0.44,3.97,0.066,5.4,0.222,2015,,,,
3776,18,19,유선정,넥센,0.240,17,27,25,1,6,0,0,0.0,6,2,0,0,2015,,21.0,22,신성현,한화,0.225,13.0,0,0,44,0,0.373,0.313,0.686,4,0.314,0.308,2015,,,21.0,22,신성현,한화,0.225,7,20.0,15,1.33,3,0.30,3.97,0.147,13.0,0.234,2015,,,,
3777,19,20,문우람,넥센,0.235,63,138,119,22,28,10,0,2.0,44,22,1,3,2015,,22.0,23,권용관,한화,0.22,18.0,2,9,86,4,0.304,0.284,0.588,12,0.187,0.0,2015,,,22.0,23,권용관,한화,0.22,14,77.0,69,1.12,1,0.21,4.04,0.084,25.2,0.204,2015,,,,
3778,20,21,김지수,넥센,0.235,104,151,132,23,31,7,0,0.0,38,13,7,1,2015,,23.0,24,주현상,한화,0.21,21.0,0,3,46,5,0.243,0.288,0.531,13,0.208,0.286,2015,,,23.0,24,주현상,한화,0.21,7,65.0,60,1.08,1,0.46,3.87,0.033,16.1,0.19,2015,,,,
3779,21,22,서동욱,넥센,0.233,55,118,103,14,24,5,0,3.0,38,15,1,0,2015,,24.0,25,김회성,한화,0.209,28.0,0,10,58,4,0.484,0.321,0.805,10,0.128,0.182,2015,,,24.0,25,김회성,한화,0.209,28,44.0,78,0.56,1,0.48,4.19,0.276,36.7,0.265,2015,,,,
3780,22,23,임병욱,넥센,0.186,40,52,43,13,8,1,1,1.0,14,3,0,0,2015,,25.0,26,송주호,한화,0.2,7.0,0,1,36,1,0.264,0.243,0.507,6,0.2,0.0,2015,,,25.0,26,송주호,한화,0.2,7,45.0,31,1.45,1,0.19,3.49,0.064,9.3,0.175,2015,,,,
3781,23,24,장영석,넥센,0.125,6,8,8,0,1,0,0,0.0,1,0,0,0,2015,,26.0,27,허도환,한화,0.176,7.0,0,5,29,3,0.286,0.272,0.558,2,0.16,0.0,2015,,,26.0,27,허도환,한화,0.176,8,26.0,20,1.30,0,0.24,4.0,0.11,6.6,0.194,2015,,,,
