,index,순위,선수명,팀명,AVG,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SAC,SF,year,BB,IBB,HBP,SO,GDP,SLG,OBP,OPS,MH,RISP,PH-BA,XBH,GO,AO,GO/AO,GW RBI,BB/K,P/PA,ISOP,XR,GPA
6282,5,6,이지영,키움,0.267,137,450,420,38,112,13,4,2.0,139,37,8,0,2022,1.0,0,0,1,0,0.000,0.250,0.250,0,0.0,0.0,0,4.0,2,2.00,0,1.00,3.93,0.000,0.7,0.164
6283,6,7,이명기,키움,0.250,2,4,4,0,1,0,0,0.0,1,0,0,0,2022,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,2.0,1,2.00,0,0.13,4.00,0.000,-0.5,0.09
6284,7,7,이재홍,키움,0.250,4,4,4,0,1,0,0,0.0,1,0,0,0,2022,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,1.0,1,1.00,1,1.00,3.75,0.000,0.1,0.113
6285,8,9,송성문,키움,0.247,142,601,547,67,135,21,4,13.0,203,79,1,7,2022,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
6286,9,10,김웅빈,키움,0.226,45,135,115,17,26,5,1,1.0,36,11,3,0,2022,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
6287,10,11,박주홍,키움,0.224,21,57,49,4,11,1,1,0.0,14,3,0,0,2022,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
6288,11,12,김휘집,키움,0.222,112,393,333,40,74,12,1,8.0,112,36,3,4,2022,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
6289,12,13,박찬혁,키움,0.211,52,175,161,13,34,5,0,6.0,57,17,0,0,2022,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
6290,13,14,김재현,키움,0.207,56,88,82,4,17,4,0,1.0,24,9,2,1,2022,0.0,0,0,2,0,0.667,0.333,1.000,0,1.0,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
6291,14,15,전병우,키움,0.203,115,231,197,14,40,7,0,5.0,62,21,9,1,2022,0.0,0,0,0,0,0.333,0.333,0.666,0,0.5,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
6292,15,16,김주형,키움,0.200,55,130,110,16,22,7,1,1.0,34,5,2,1,2022,49.0,3,3,74,3,0.382,0.374,0.756,39,0.293,0.2,1,0.0,0,-,0,0.00,3.67,0.333,0.5,0.317
6293,16,17,이용규,키움,0.199,86,326,271,34,54,6,0,0.0,60,21,1,2,2022,33.0,3,3,90,3,0.509,0.362,0.871,22,0.239,0.0,0,0.0,2,0.00,0,-,3.67,0.000,0.3,0.233
6294,17,18,김준완,키움,0.192,111,398,317,43,61,10,2,1.0,78,28,6,3,2022,37.0,2,2,62,10,0.322,0.349,0.671,20,0.279,0.296,25,134.0,123,1.09,9,0.66,3.97,0.074,68.9,0.264
6295,18,19,이병규,키움,0.184,24,40,38,7,7,1,1,0.0,10,5,0,0,2022,40.0,3,12,131,7,0.559,0.349,0.908,24,0.259,0.429,34,45.0,71,0.63,9,0.37,4.06,0.223,52.4,0.29
6296,19,20,김수환,키움,0.179,57,168,140,18,25,6,0,4.0,43,14,3,1,2022,33.0,1,0,77,4,0.403,0.360,0.763,16,0.25,0.182,12,121.0,87,1.39,5,0.60,3.68,0.038,41.2,0.238
6297,20,21,이주형,키움,0.169,32,85,71,7,12,0,0,1.0,15,8,0,1,2022,54.0,0,4,126,2,0.356,0.339,0.695,34,0.281,0.333,52,75.0,111,0.68,11,0.31,3.93,0.284,83.6,0.297
6298,21,22,박준태,키움,0.157,52,84,70,9,11,4,0,1.0,18,10,1,0,2022,53.0,5,5,99,17,0.380,0.335,0.715,36,0.303,0.0,21,46.0,48,0.96,0,0.43,4.21,0.130,34.8,0.263
6299,22,23,신준우,키움,0.140,76,54,43,6,6,3,0,0.0,9,0,2,0,2022,52.0,2,2,79,12,0.439,0.353,0.792,26,0.277,0.1,32,117.0,134,0.87,9,0.43,4.12,0.091,67.7,0.242
6300,23,24,예진원,키움,0.100,20,14,10,0,1,0,0,0.0,1,0,1,0,2022,4.0,0,2,18,2,0.417,0.304,0.721,3,0.1,0.0,38,132.0,154,0.86,4,0.54,3.82,0.118,63.2,0.246
6301,24,25,김시앙,키움,0.083,13,14,12,1,1,0,0,0.0,1,0,1,0,2022,3.0,0,0,17,5,0.439,0.283,0.722,2,0.364,0.5,29,83.0,109,0.76,10,0.66,4.05,0.180,56.7,0.269
6302,25,26,강민국,키움,0.000,3,4,3,0,0,0,0,0.0,0,1,0,0,2022,23.0,2,1,44,6,0.371,0.312,0.683,18,0.23,0.0,5,17.0,20,0.85,1,0.22,3.74,0.167,9.6,0.241
6303,26,26,김성진,키움,-,2,0,0,0,0,0,0,0.0,0,0,0,0,2022,43.0,0,2,75,11,0.302,0.316,0.618,23,0.175,0.333,5,15.0,11,1.36,0,0.18,3.48,0.193,5.7,0.237
6304,27,26,김태훈,키움,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2022,10.0,0,0,26,1,0.263,0.326,0.589,2,0.087,1.0,18,66.0,71,0.93,4,0.52,4.11,0.127,27.4,0.233
6305,28,26,노운현,키움,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2022,34.0,0,6,69,9,0.343,0.322,0.665,14,0.186,0.333,14,104.0,120,0.87,4,0.57,4.31,0.062,42.6,0.218
6306,29,26,박승주,키움,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2022,3.0,0,0,17,2,0.408,0.269,0.677,2,0.083,0.188,2,24.0,8,3.00,1,0.38,4.22,0.026,8.0,0.212
6307,0,26,박주성,키움,-,2,0,0,0,0,0,0,0.0,0,0,0,0,2022,1.0,0,0,6,0,0.214,0.267,0.481,1,0.25,0.0,19,73.0,83,0.88,7,0.49,3.84,0.108,34.5,0.231
6308,1,26,애플러,키움,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2022,7.0,0,3,26,2,0.270,0.294,0.564,3,0.19,0.273,5,10.0,11,0.91,0,0.18,4.00,0.184,4.9,0.223
6309,2,26,하영민,키움,-,3,0,0,0,0,0,0,0.0,0,0,0,0,2022,10.0,0,2,28,5,0.231,0.254,0.485,3,0.179,0.4,0,2.0,3,0.67,0,0.17,3.63,0.000,0.8,0.174
6310,0,1,문보경,LG,0.315,126,466,406,52,128,22,3,9.0,183,56,5,7,2022,5.0,0,0,19,0,0.234,0.217,0.451,1,0.214,0.182,3,14.0,20,0.70,0,0.27,3.76,0.068,5.4,0.2
6311,1,2,문성주,LG,0.303,106,390,327,55,99,15,3,6.0,138,41,8,1,2022,0.0,0,1,4,0,0.133,0.188,0.321,0,0.2,0.5,4,40.0,32,1.25,1,0.36,3.80,0.050,5.9,0.172
6312,2,3,채은성,LG,0.296,126,526,467,48,138,26,2,12.0,204,83,0,11,2022,1.0,0,0,16,0,0.211,0.154,0.365,0,0.091,0.0,3,20.0,15,1.33,0,0.26,3.75,0.078,2.5,0.156
6313,3,4,박해민,LG,0.289,144,636,570,97,165,20,8,3.0,210,49,7,6,2022,24.0,0,1,70,3,0.193,0.234,0.427,1,0.122,0.176,0,6.0,3,2.00,0,0.00,3.81,0.000,0.5,0.118
6314,4,5,김현수,LG,0.286,141,604,524,78,150,25,2,23.0,248,106,0,3,2022,0.0,0,0,0,0,-,-,-,0,0.0,0.0,2,13.0,4,3.25,0,0.06,3.83,0.079,1.3,0.122
6315,5,6,홍창기,LG,0.286,118,525,437,76,125,19,4,1.0,155,51,5,5,2022,0.0,0,0,0,0,-,-,-,0,0.0,0.0,6,26.0,51,0.51,0,0.34,4.63,0.072,7.6,0.154
6316,6,7,오지환,LG,0.269,142,569,494,75,133,16,4,25.0,232,87,3,3,2022,0.0,0,0,2,0,0.000,0.000,0.000,0,0.0,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
6317,7,8,이형종,LG,0.264,26,63,53,3,14,3,0,0.0,17,7,1,3,2022,0.0,0,0,2,1,0.000,0.000,0.000,0,0.0,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
6318,8,9,손호영,LG,0.257,36,82,74,13,19,0,2,3.0,32,14,1,1,2022,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,3.0,5,0.60,0,0.00,3.90,0.000,-0.9,0.0
6319,9,10,유강남,LG,0.255,139,469,416,54,106,16,0,8.0,146,47,6,2,2022,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,1.0,0,-,0,0.00,3.67,0.000,-0.7,0.0
6320,10,11,이상호,LG,0.250,60,80,72,9,18,2,0,0.0,20,5,3,0,2022,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
6321,11,12,허도환,LG,0.247,64,92,85,7,21,5,0,1.0,29,6,3,0,2022,0.0,0,0,1,0,0.000,0.000,0.000,0,0.0,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
6322,12,13,송찬의,LG,0.236,33,78,72,8,17,4,0,3.0,30,10,0,1,2022,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
6323,13,14,이재원,LG,0.224,85,253,223,31,50,8,2,13.0,101,43,0,0,2022,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,3.0,1,3.00,0,0.00,3.20,0.000,-0.6,0.0
6324,14,15,서건창,LG,0.224,77,247,219,39,49,10,1,2.0,67,18,3,1,2022,0.0,0,0,3,0,0.000,0.000,0.000,0,0.0,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
6325,15,16,김기연,LG,0.222,12,9,9,0,2,0,0,0.0,2,1,0,0,2022,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
6326,16,16,한석현,LG,0.222,6,10,9,1,2,0,0,0.0,2,0,1,0,2022,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,1.0,0,-,0,0.00,4.00,0.000,-0.4,0.0
6327,17,18,김민성,LG,0.207,92,157,140,16,29,4,0,3.0,42,20,3,1,2022,0.0,0,0,11,0,0.435,0.319,0.754,5,0.182,0.667,0,0.0,0,-,0,-,-,-,0.0,0.0
6328,18,19,가르시아,LG,0.206,39,156,136,21,28,6,1,4.0,48,19,0,0,2022,64.0,5,7,104,12,0.430,0.366,0.796,47,0.216,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
6329,19,20,이천웅,LG,0.200,19,23,20,3,4,0,0,0.0,4,0,0,0,2022,48.0,1,4,95,13,0.382,0.355,0.737,33,0.322,1.0,5,7.0,14,0.50,1,0.00,3.20,0.109,5.9,0.252
6330,20,20,최민창,LG,0.200,4,5,5,1,1,0,0,0.0,1,0,0,0,2022,85.0,0,1,109,10,0.368,0.377,0.745,37,0.254,0.333,53,150.0,157,0.96,2,0.62,4.00,0.141,86.8,0.272
6331,21,22,이영빈,LG,0.184,60,83,76,16,14,3,0,1.0,20,5,0,0,2022,0.0,0,0,21,3,0.459,0.262,0.721,4,0.176,0.333,31,119.0,102,1.17,5,0.51,3.91,0.101,58.3,0.255
6332,22,23,루이즈,LG,0.155,27,94,84,10,13,4,1,1.0,22,6,0,1,2022,24.0,2,3,111,4,0.417,0.305,0.722,26,0.203,0.273,30,138.0,125,1.10,4,0.78,4.33,0.094,75.1,0.262
6333,23,24,고우석,LG,0.000,4,1,1,0,0,0,0,0.0,0,0,0,0,2022,31.0,1,3,126,4,0.342,0.309,0.651,29,0.255,0.75,6,9.0,15,0.60,0,0.00,3.38,0.197,6.2,0.233
6334,24,24,김진성,LG,-,2,0,0,0,0,0,0,0.0,0,0,0,0,2022,12.0,0,1,56,2,0.317,0.289,0.606,12,0.276,0.222,30,105.0,82,1.28,5,0.22,3.92,0.156,52.1,0.242
6335,25,24,김호은,LG,0.000,2,2,2,0,0,0,0,0.0,0,0,0,0,2022,48.0,1,5,106,9,0.337,0.325,0.662,25,0.239,0.0,25,134.0,73,1.84,9,0.25,3.83,0.083,49.4,0.225
6336,26,24,박용택,LG,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2022,17.0,1,3,24,2,0.287,0.340,0.627,7,0.244,0.167,8,42.0,57,0.74,1,0.21,3.62,0.073,19.4,0.209
6337,27,24,박재욱,LG,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2022,12.0,0,0,28,1,0.302,0.298,0.600,6,0.209,0.0,25,102.0,103,0.99,3,0.45,4.11,0.097,46.7,0.231
6338,28,24,배재준,LG,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2022,32.0,1,1,107,2,0.362,0.299,0.661,19,0.258,0.231,4,35.0,36,0.97,0,0.71,3.89,0.049,13.7,0.225
6339,29,24,백승현,LG,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2022,13.0,0,1,30,0,0.296,0.345,0.641,1,0.263,0.0,4,28.0,36,0.78,2,0.43,4.16,0.069,12.5,0.21
6340,0,24,송승기,LG,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2022,11.0,0,0,28,2,0.366,0.281,0.647,6,0.244,0.5,28,70.0,69,1.01,3,0.30,3.92,0.133,37.3,0.225
6341,1,24,송은범,LG,-,2,0,0,0,0,0,0,0.0,0,0,0,0,2022,44.0,0,21,65,17,0.302,0.339,0.641,19,0.263,0.5,4,14.0,13,1.08,0,0.43,4.23,0.070,9.2,0.229
6342,2,24,신민재,LG,0.000,14,3,3,2,0,0,0,0.0,0,0,0,0,2022,1.0,0,0,7,2,0.304,0.250,0.554,0,0.0,0.25,10,33.0,44,0.75,1,0.39,3.76,0.142,13.4,0.218
6343,3,24,안익훈,LG,0.000,14,4,3,0,0,0,0,0.0,0,0,0,0,2022,0.0,0,0,1,0,0.400,0.200,0.600,0,0.0,0.0,19,109.0,111,0.98,0,0.68,4.15,0.080,38.9,0.228
6344,4,24,정우영,LG,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2022,17.0,0,0,90,4,0.373,0.254,0.627,11,0.222,0.375,2,8.0,3,2.67,1,0.14,3.80,0.087,1.1,0.189
6345,5,24,진해수,LG,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2022,17.0,0,0,32,0,0.242,0.308,0.550,3,0.091,0.125,1,2.0,1,2.00,0,0.00,4.00,0.200,0.4,0.19
6346,6,24,채원후,LG,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2022,3.0,1,0,23,1,0.321,0.228,0.549,2,0.222,0.0,21,55.0,34,1.62,0,0.19,4.24,0.173,21.3,0.208
6347,7,24,최동환,LG,-,4,0,0,0,0,0,0,0.0,0,0,0,0,2022,1.0,0,0,8,0,0.167,0.211,0.378,0,0.0,0.0,5,30.0,19,1.58,0,0.53,4.59,0.051,9.2,0.199
6348,8,24,최성훈,LG,-,2,0,0,0,0,0,0,0.0,0,0,0,0,2022,8.0,0,0,30,1,0.248,0.213,0.461,2,0.208,0.1,3,12.0,9,1.33,2,0.13,3.37,0.132,3.7,0.183
6349,9,24,함덕주,LG,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2022,4.0,0,1,9,1,0.133,0.200,0.333,1,0.235,0.0,0,4.0,3,1.33,0,0.13,3.68,0.000,0.4,0.137
6350,10,24,허준혁,LG,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2022,0.0,0,1,11,0,0.130,0.167,0.297,0,0.0,0.0,8,28.0,38,0.74,1,0.27,3.72,0.088,5.5,0.158
6351,0,1,문상준,KT,0.333,2,3,3,0,1,1,0,0.0,2,0,0,0,2022,3.0,0,0,18,1,0.200,0.184,0.384,0,0.0,0.0,0,24.0,19,1.26,0,0.44,3.72,0.000,0.7,0.123
6352,1,1,전진영,KT,0.333,4,3,3,0,1,0,0,0.0,1,1,0,0,2022,2.0,0,0,12,0,0.143,0.174,0.317,0,0.2,0.0,0,4.0,5,0.80,0,0.00,4.08,0.000,0.0,0.108
6353,2,3,조용호,KT,0.308,131,531,474,52,146,18,4,3.0,181,44,2,3,2022,0.0,0,0,0,0,-,-,-,0,0.0,0.0,1,6.0,7,0.86,0,0.17,4.10,0.086,0.7,0.133
6354,3,4,알포드,KT,0.286,80,323,283,48,81,19,1,14.0,144,50,0,4,2022,0.0,0,0,0,0,-,-,-,0,0.0,0.0,1,6.0,1,6.00,0,0.17,3.78,0.048,0.1,0.114
6355,4,5,김민혁,KT,0.284,132,434,373,47,106,10,2,0.0,120,35,19,3,2022,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
6356,5,6,박병호,KT,0.275,124,487,429,72,118,17,0,35.0,240,98,0,6,2022,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
6357,6,7,김준태,KT,0.273,98,270,231,28,63,16,1,4.0,93,27,3,3,2022,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
6358,7,8,배정대,KT,0.266,144,575,508,64,135,24,2,6.0,181,56,5,4,2022,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
6359,8,9,황재균,KT,0.262,141,581,519,59,136,25,3,10.0,197,64,2,2,2022,0.0,0,0,2,1,0.000,0.000,0.000,0,0.0,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
6360,9,10,장성우,KT,0.260,117,420,362,48,94,11,0,18.0,159,55,1,3,2022,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
6361,10,11,라모스,KT,0.250,18,80,72,10,18,1,1,3.0,30,11,1,1,2022,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,4.0,4,1.00,0,0.00,3.73,0.000,-1.2,0.0
6362,11,12,장준원,KT,0.246,35,63,57,7,14,2,0,3.0,25,10,3,0,2022,43.0,7,2,56,26,0.502,0.379,0.881,53,0.318,0.2,0,0.0,0,-,0,-,-,-,0.0,0.0
6363,12,13,강백호,KT,0.245,62,264,237,24,58,12,0,6.0,88,29,1,2,2022,26.0,2,5,44,4,0.495,0.410,0.905,24,0.449,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
6364,13,14,심우준,KT,0.240,132,449,388,69,93,8,2,4.0,117,34,11,4,2022,25.0,0,0,47,6,0.453,0.381,0.834,17,0.328,0.455,46,150.0,161,0.93,9,0.77,3.58,0.170,90.5,0.296
6365,14,15,홍현빈,KT,0.237,61,92,76,8,18,2,0,0.0,20,1,6,0,2022,33.0,2,6,64,15,0.458,0.359,0.817,41,0.278,0.444,19,43.0,61,0.70,3,0.59,4.00,0.165,42.9,0.308
6366,15,16,오윤석,KT,0.234,112,337,286,23,67,13,0,6.0,98,37,5,6,2022,35.0,1,3,73,14,0.445,0.350,0.795,45,0.285,0.25,21,71.0,43,1.65,3,0.53,3.85,0.137,36.4,0.285
6367,16,17,문상철,KT,0.224,28,52,49,5,11,3,0,2.0,20,4,0,0,2022,22.0,0,2,55,2,0.366,0.341,0.707,22,0.241,0.25,41,154.0,102,1.51,4,0.52,3.52,0.151,69.2,0.276
6368,17,18,유준규,KT,0.214,7,16,14,3,3,0,0,0.0,3,0,1,0,2022,51.0,4,5,52,13,0.436,0.354,0.790,38,0.222,0.333,43,146.0,117,1.25,7,0.48,3.57,0.140,70.3,0.269
6369,18,19,김병희,KT,0.203,41,85,74,8,15,2,0,1.0,20,6,0,1,2022,9.0,0,4,48,2,0.300,0.320,0.620,7,0.333,0.5,17,103.0,70,1.47,4,0.40,3.63,0.072,38.4,0.245
6370,19,20,신본기,KT,0.182,74,138,121,9,22,3,0,1.0,28,8,4,1,2022,32.0,0,2,66,6,0.303,0.317,0.620,18,0.235,0.231,44,152.0,154,0.99,7,0.98,3.85,0.152,75.2,0.268
6371,20,21,송민섭,KT,0.156,119,72,64,17,10,1,2,0.0,15,3,3,0,2022,11.0,1,2,38,5,0.332,0.289,0.621,11,0.222,0.167,6,31.0,25,1.24,0,0.19,3.84,0.043,13.1,0.219
6372,21,22,이시원,KT,0.133,31,16,15,6,2,0,0,0.0,2,1,0,0,2022,4.0,0,1,15,0,0.441,0.288,0.729,2,0.176,0.4,11,70.0,92,0.76,3,0.48,4.10,0.058,32.3,0.218
6373,22,23,권동진,KT,0.132,48,40,38,9,5,1,1,0.0,8,4,1,0,2022,26.0,1,8,77,5,0.402,0.299,0.701,18,0.215,0.0,13,71.0,46,1.54,0,0.29,3.58,0.088,18.2,0.213
6374,23,24,박경수,KT,0.120,100,194,166,13,20,3,0,3.0,32,10,2,1,2022,16.0,0,2,69,1,0.298,0.292,0.590,11,0.255,0.0,8,20.0,17,1.18,1,0.27,3.63,0.206,9.0,0.24
6375,24,25,고명성,KT,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2022,7.0,0,1,17,1,0.293,0.318,0.611,1,0.25,0.25,29,73.0,98,0.74,7,0.34,3.62,0.174,40.2,0.235
6376,25,25,김재윤,KT,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2022,20.0,1,2,55,7,0.305,0.299,0.604,6,0.227,0.313,10,47.0,37,1.27,3,0.23,3.83,0.071,18.8,0.206
6377,26,25,김태훈,KT,0.000,7,10,10,0,0,0,0,0.0,0,0,0,0,2022,16.0,0,2,54,3,0.302,0.263,0.565,9,0.19,0.0,4,14.0,14,1.00,1,0.41,3.89,0.069,5.7,0.216
6378,27,25,문상인,KT,0.000,12,3,3,2,0,0,0,0.0,0,0,0,0,2022,14.0,0,2,55,4,0.216,0.250,0.466,6,0.208,0.0,10,40.0,43,0.93,2,0.36,4.13,0.092,15.3,0.211
6379,28,25,박영현,KT,-,4,0,0,0,0,0,0,0.0,0,0,0,0,2022,1.0,0,0,25,4,0.221,0.195,0.416,4,0.222,0.125,15,58.0,73,0.79,1,0.30,3.59,0.095,17.6,0.194
6380,29,25,배제성,KT,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2022,5.0,0,0,11,0,0.174,0.321,0.495,0,0.0,0.0,3,50.0,57,0.88,3,0.25,3.77,0.025,10.4,0.167
6381,0,25,심재민,KT,-,2,0,0,0,0,0,0,0.0,0,0,0,0,2022,11.0,0,2,19,2,0.239,0.286,0.525,2,0.0,0.167,3,32.0,13,2.46,1,0.04,3.92,0.035,0.7,0.143
6382,1,25,양승혁,KT,0.000,11,5,5,0,0,0,0,0.0,0,0,0,0,2022,0.0,0,0,2,1,0.231,0.154,0.385,1,0.0,0.0,0,7.0,1,7.00,0,0.45,4.25,0.000,2.3,0.188
6383,2,25,이상우,KT,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2022,5.0,0,2,24,1,0.164,0.235,0.399,1,0.273,0.0,2,21.0,20,1.05,0,0.58,4.19,0.085,5.2,0.188
6384,3,25,이정현,KT,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2022,0.0,0,0,4,0,0.143,0.143,0.286,0,0.333,0.0,1,5.0,4,1.25,0,0.00,3.92,0.077,-0.2,0.127
6385,4,25,조대현,KT,0.000,6,4,4,0,0,0,0,0.0,0,0,0,0,2022,2.0,0,0,12,3,0.154,0.171,0.325,1,0.167,0.0,1,15.0,13,1.15,0,0.21,3.97,0.016,2.2,0.147
6386,5,25,주권,KT,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2022,2.0,0,1,9,2,0.125,0.171,0.296,0,0.1,0.0,0,2.0,0,-,0,0.00,4.14,0.000,-0.1,0.1
6387,6,25,지명성,KT,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2022,0.0,0,0,0,0,-,-,-,0,0.0,0.0,1,13.0,9,1.44,0,0.17,3.71,0.026,-0.9,0.115
6388,0,1,권혁경,KIA,0.500,2,2,2,0,1,0,0,0.0,1,1,0,0,2022,0.0,0,0,0,0,-,-,-,0,0.0,0.0,1,11.0,9,1.22,0,0.22,3.66,0.031,-0.6,0.108
6389,1,2,김선우,KIA,0.333,3,4,3,1,1,0,0,0.0,1,0,0,0,2022,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,0.0,0,-,0,-,-,-,-0.3,0.0
6390,2,2,박정우,KIA,0.333,16,3,3,2,1,0,0,0.0,1,2,0,0,2022,1.0,0,0,0,0,0.000,0.500,0.500,0,0.0,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
6391,3,4,나성범,KIA,0.320,144,649,563,92,180,39,2,21.0,286,97,0,5,2022,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
6392,4,5,소크라테스,KIA,0.311,127,554,514,83,160,29,7,17.0,254,77,0,4,2022,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,0.0,1,0.00,0,-,2.50,0.000,0.3,0.225
6393,5,6,이창진,KIA,0.301,111,404,346,56,104,14,0,7.0,139,48,11,4,2022,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
6394,6,7,이우성,KIA,0.292,80,137,120,23,35,7,0,1.0,45,12,4,0,2022,26.0,0,1,36,1,0.671,0.427,1.098,25,0.348,1.0,0,0.0,0,-,0,-,-,-,0.0,0.0
6395,7,8,김선빈,KIA,0.287,140,587,505,51,145,23,0,3.0,177,61,7,3,2022,0.0,0,0,1,0,0.333,0.333,0.666,0,0.333,0.25,0,0.0,0,-,0,-,-,-,0.0,0.0
6396,8,9,고종욱,KIA,0.283,62,114,106,13,30,7,1,2.0,45,14,1,0,2022,38.0,0,5,26,10,0.358,0.381,0.739,36,0.333,0.0,31,49.0,60,0.82,6,0.72,3.85,0.306,57.9,0.36
6397,9,10,류지혁,KIA,0.274,127,477,405,55,111,19,2,2.0,140,48,8,2,2022,38.0,1,1,62,14,0.453,0.371,0.824,27,0.312,0.0,0,3.0,2,1.50,0,0.00,3.08,0.000,1.1,0.233
6398,10,11,김호령,KIA,0.273,54,88,77,21,21,1,1,1.0,27,8,4,0,2022,65.0,1,8,83,5,0.487,0.400,0.887,35,0.317,0.667,16,158.0,104,1.52,8,1.46,3.72,0.038,57.2,0.261
6399,11,12,박찬호,KIA,0.272,130,566,493,81,134,22,0,4.0,168,45,8,7,2022,31.0,4,5,81,10,0.417,0.363,0.780,24,0.32,0.5,32,93.0,86,1.08,5,0.61,3.81,0.150,56.1,0.28
6400,12,13,최형우,KIA,0.264,132,530,454,55,120,27,1,14.0,191,71,0,2,2022,40.0,0,2,56,13,0.378,0.356,0.734,42,0.355,0.0,45,85.0,137,0.62,14,0.78,4.02,0.186,84.1,0.302
6401,13,14,황대인,KIA,0.256,129,524,476,40,122,27,0,14.0,191,91,0,5,2022,14.0,0,0,58,3,0.393,0.329,0.722,18,0.346,0.295,25,98.0,72,1.36,4,0.38,3.82,0.115,52.4,0.268
6402,14,15,박동원,KIA,0.242,123,447,385,52,93,21,0,18.0,168,57,7,1,2022,52.0,4,1,80,13,0.463,0.344,0.807,41,0.303,0.0,25,129.0,137,0.94,4,0.71,3.97,0.077,62.9,0.255
6403,15,16,김도영,KIA,0.237,103,254,224,37,53,11,4,3.0,81,19,4,1,2022,34.0,1,2,44,6,0.389,0.362,0.751,14,0.291,0.464,20,78.0,56,1.39,6,0.24,3.70,0.096,33.1,0.246
6404,16,17,김규성,KIA,0.180,70,52,50,14,9,0,1,1.0,14,4,1,0,2022,15.0,1,8,30,17,0.305,0.305,0.610,17,0.337,0.471,54,136.0,183,0.74,6,0.65,3.58,0.177,86.0,0.271
6405,17,18,한승택,KIA,0.176,66,119,102,11,18,2,0,1.0,23,12,4,1,2022,7.0,0,0,26,2,0.372,0.312,0.684,5,0.25,0.2,18,73.0,63,1.16,3,0.77,3.90,0.119,36.2,0.26
