,순위,선수명,팀명,AVG,BB,IBB,HBP,SO,GDP,SLG,OBP,OPS,MH,RISP,PH-BA,년도,경기타입
14,15,최경환,KIA,0.243,10,0,0,18,2,0.324,0.329,0.653,2,0.150,0.333,2009,KBO 정규시즌
15,16,신종길,KIA,0.235,4,0,0,5,0,0.294,0.381,0.675,1,0.200,0.000,2009,KBO 정규시즌
16,17,안치홍,KIA,0.235,32,1,2,103,10,0.404,0.297,0.701,20,0.186,0.286,2009,KBO 정규시즌
17,18,이성우,KIA,0.231,1,0,0,3,2,0.308,0.286,0.594,0,0.500,1.000,2009,KBO 정규시즌
18,19,김상훈,KIA,0.230,46,2,4,72,10,0.361,0.316,0.677,17,0.320,0.000,2009,KBO 정규시즌
19,20,차일목,KIA,0.225,12,0,3,22,0,0.353,0.322,0.675,4,0.310,0.417,2009,KBO 정규시즌
20,21,이재주,KIA,0.194,20,1,4,32,1,0.333,0.338,0.671,4,0.303,0.294,2009,KBO 정규시즌
21,22,박기남,KIA,0.176,13,0,0,14,3,0.250,0.305,0.555,2,0.059,0.000,2009,KBO 정규시즌
22,23,이호신,KIA,0.063,1,0,0,6,0,0.063,0.118,0.181,0,0.167,0.000,2009,KBO 정규시즌
23,24,고우석,KIA,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2009,KBO 정규시즌
24,24,곽정철,KIA,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2009,KBO 정규시즌
25,24,김영수,KIA,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2009,KBO 정규시즌
26,24,박경태,KIA,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2009,KBO 정규시즌
27,24,박정규,KIA,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2009,KBO 정규시즌
28,24,손영민,KIA,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2009,KBO 정규시즌
29,24,손정훈,KIA,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2009,KBO 정규시즌
0,24,유동훈,KIA,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2009,KBO 정규시즌
1,24,유용목,KIA,0.000,0,0,0,2,0,0.000,0.000,0.000,0,0.000,0.000,2009,KBO 정규시즌
2,24,윤석민,KIA,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2009,KBO 정규시즌
3,24,임준혁,KIA,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2009,KBO 정규시즌
4,24,정성철,KIA,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2009,KBO 정규시즌
0,1,허일상,SK,1.000,0,0,0,0,0,1.000,1.000,2.000,0,0.000,0.000,2009,KBO 정규시즌
1,2,김용우,SK,0.500,1,0,0,0,0,1.000,0.667,1.667,0,1.000,0.000,2009,KBO 정규시즌
2,2,하지호,SK,0.500,0,0,0,1,0,0.500,0.500,1.000,0,0.000,1.000,2009,KBO 정규시즌
3,4,윤요섭,SK,0.394,3,0,0,8,1,0.545,0.432,0.977,2,0.300,0.154,2009,KBO 정규시즌
4,5,정근우,SK,0.350,67,1,11,55,8,0.483,0.437,0.920,51,0.328,0.250,2009,KBO 정규시즌
5,6,이재원,SK,0.344,6,0,1,4,1,0.406,0.462,0.868,1,0.167,0.375,2009,KBO 정규시즌
6,7,권영진,SK,0.333,0,0,0,0,0,0.333,0.333,0.666,0,0.000,0.000,2009,KBO 정규시즌
7,8,김연훈,SK,0.319,10,0,0,30,1,0.404,0.357,0.761,11,0.300,0.000,2009,KBO 정규시즌
8,9,박정환,SK,0.317,5,0,0,11,6,0.433,0.369,0.802,3,0.438,0.462,2009,KBO 정규시즌
9,10,김재현,SK,0.301,63,3,5,45,5,0.467,0.433,0.900,18,0.280,0.292,2009,KBO 정규시즌
10,11,이호준,SK,0.298,35,1,1,60,9,0.512,0.369,0.881,21,0.277,0.385,2009,KBO 정규시즌
11,12,박재상,SK,0.295,68,1,6,107,7,0.458,0.380,0.838,40,0.241,0.000,2009,KBO 정규시즌
12,13,나주환,SK,0.288,41,0,7,74,8,0.440,0.364,0.804,27,0.262,0.000,2009,KBO 정규시즌
13,14,정상호,SK,0.288,29,0,6,66,10,0.481,0.365,0.846,14,0.265,0.278,2009,KBO 정규시즌
14,15,김정남,SK,0.286,3,0,1,4,1,0.476,0.400,0.876,1,0.000,0.000,2009,KBO 정규시즌
15,16,박정권,SK,0.276,51,4,4,91,8,0.504,0.354,0.858,37,0.252,0.400,2009,KBO 정규시즌
16,17,윤재국,SK,0.273,6,0,0,14,2,0.364,0.344,0.708,1,0.200,0.500,2009,KBO 정규시즌
17,18,박재홍,SK,0.270,45,2,8,57,7,0.422,0.371,0.793,17,0.239,0.455,2009,KBO 정규시즌
18,19,박경완,SK,0.268,33,2,2,39,5,0.500,0.374,0.874,14,0.217,0.000,2009,KBO 정규시즌
19,20,김강민,SK,0.267,24,1,5,67,7,0.443,0.323,0.766,21,0.228,0.000,2009,KBO 정규시즌
20,21,최정,SK,0.265,40,0,22,64,6,0.478,0.376,0.854,25,0.271,0.000,2009,KBO 정규시즌
21,22,모창민,SK,0.237,9,0,1,29,4,0.421,0.298,0.719,4,0.250,0.200,2009,KBO 정규시즌
22,23,안경현,SK,0.207,1,0,1,9,2,0.293,0.233,0.526,2,0.267,0.250,2009,KBO 정규시즌
23,24,이명기,SK,0.200,0,0,0,2,0,0.200,0.200,0.400,0,0.000,0.000,2009,KBO 정규시즌
24,25,정경배,SK,0.189,7,1,0,10,3,0.243,0.318,0.561,0,0.250,0.111,2009,KBO 정규시즌
25,26,손지환,SK,0.188,1,0,0,4,1,0.250,0.235,0.485,1,0.000,0.000,2009,KBO 정규시즌
26,27,조동화,SK,0.178,8,0,3,49,2,0.237,0.228,0.465,4,0.087,0.000,2009,KBO 정규시즌
27,28,김광현,SK,0.000,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000,2009,KBO 정규시즌
28,28,김기현,SK,0.000,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000,2009,KBO 정규시즌
29,28,김동건,SK,0.000,2,0,0,1,1,0.000,0.400,0.400,0,0.000,0.000,2009,KBO 정규시즌
0,28,김원형,SK,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2009,KBO 정규시즌
1,28,엄정욱,SK,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2009,KBO 정규시즌
2,28,오현근,SK,0.000,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000,2009,KBO 정규시즌
3,28,윤길현,SK,0.000,0,0,0,0,0,0.000,0.000,0.000,0,0.000,0.000,2009,KBO 정규시즌
4,28,이승호,SK,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2009,KBO 정규시즌
5,28,이승호,SK,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2009,KBO 정규시즌
6,28,임성헌,SK,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2009,KBO 정규시즌
7,28,정대현,SK,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2009,KBO 정규시즌
8,28,정우람,SK,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2009,KBO 정규시즌
9,28,채병용,SK,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2009,KBO 정규시즌
10,28,카도쿠라,SK,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2009,KBO 정규시즌
0,1,김현수,두산,0.357,80,5,4,59,7,0.589,0.448,1.037,52,0.354,0.000,2009,KBO 정규시즌
1,2,김동주,두산,0.353,61,10,8,55,17,0.593,0.455,1.048,40,0.369,0.000,2009,KBO 정규시즌
2,3,최준석,두산,0.302,49,1,3,77,13,0.474,0.386,0.860,28,0.395,0.125,2009,KBO 정규시즌
3,4,이원석,두산,0.298,28,2,5,52,15,0.444,0.350,0.794,30,0.238,0.000,2009,KBO 정규시즌
4,5,손시헌,두산,0.289,42,1,12,67,5,0.437,0.369,0.806,31,0.322,0.000,2009,KBO 정규시즌
5,6,임재철,두산,0.281,52,0,12,63,14,0.373,0.389,0.762,28,0.263,0.000,2009,KBO 정규시즌
6,7,이종욱,두산,0.276,28,0,0,38,5,0.346,0.334,0.680,26,0.319,0.000,2009,KBO 정규시즌
7,8,정수빈,두산,0.264,24,0,3,45,1,0.390,0.340,0.730,14,0.213,0.000,2009,KBO 정규시즌
8,9,이대수,두산,0.262,3,0,1,11,5,0.361,0.308,0.669,5,0.259,0.111,2009,KBO 정규시즌
9,10,김진수,두산,0.258,4,0,0,14,1,0.290,0.343,0.633,3,0.200,0.000,2009,KBO 정규시즌
10,11,민병헌,두산,0.257,17,0,6,54,7,0.368,0.313,0.681,18,0.221,0.182,2009,KBO 정규시즌
11,12,유재웅,두산,0.254,15,0,3,33,3,0.437,0.347,0.784,5,0.250,0.229,2009,KBO 정규시즌
12,13,이성열,두산,0.246,7,0,3,28,0,0.377,0.342,0.719,4,0.188,0.250,2009,KBO 정규시즌
13,14,용덕한,두산,0.246,11,0,3,43,13,0.313,0.294,0.607,10,0.217,0.000,2009,KBO 정규시즌
14,15,김재호,두산,0.239,20,0,1,27,5,0.383,0.312,0.695,10,0.327,0.000,2009,KBO 정규시즌
15,16,고영민,두산,0.235,33,0,13,76,3,0.359,0.339,0.698,16,0.206,0.000,2009,KBO 정규시즌
16,17,오재원,두산,0.230,20,1,6,44,5,0.244,0.312,0.556,10,0.167,0.000,2009,KBO 정규시즌
17,18,최승환,두산,0.210,23,0,2,50,7,0.350,0.292,0.642,8,0.192,0.000,2009,KBO 정규시즌
18,19,박건우,두산,0.200,0,0,0,1,0,0.200,0.200,0.400,0,0.000,0.333,2009,KBO 정규시즌
19,20,왓슨,두산,0.184,4,1,0,5,1,0.368,0.262,0.630,2,0.214,0.000,2009,KBO 정규시즌
20,21,고창성,두산,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2009,KBO 정규시즌
21,21,금민철,두산,0.000,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000,2009,KBO 정규시즌
22,21,김명제,두산,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2009,KBO 정규시즌
23,21,김태영,두산,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2009,KBO 정규시즌
24,21,김성배,두산,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2009,KBO 정규시즌
25,21,박정배,두산,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2009,KBO 정규시즌
26,21,오현택,두산,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2009,KBO 정규시즌
27,21,이용찬,두산,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2009,KBO 정규시즌
28,21,이재우,두산,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2009,KBO 정규시즌
29,21,임태훈,두산,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2009,KBO 정규시즌
0,21,조승수,두산,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2009,KBO 정규시즌
1,21,지승민,두산,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2009,KBO 정규시즌
2,21,진야곱,두산,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2009,KBO 정규시즌
3,21,최주환,두산,0.000,0,0,1,2,0,0.000,0.091,0.091,0,0.000,0.000,2009,KBO 정규시즌
0,1,오장훈,롯데,0.500,0,0,0,2,0,0.667,0.500,1.167,1,0.500,0.000,2009,KBO 정규시즌
1,2,홍성흔,롯데,0.371,49,1,5,55,15,0.533,0.435,0.968,46,0.352,0.000,2009,KBO 정규시즌
2,3,김주찬,롯데,0.310,28,0,6,56,7,0.451,0.356,0.807,43,0.360,0.000,2009,KBO 정규시즌
3,4,정보명,롯데,0.296,22,0,2,40,5,0.394,0.364,0.758,16,0.311,0.250,2009,KBO 정규시즌
4,5,조성환,롯데,0.294,19,0,2,33,7,0.454,0.341,0.795,22,0.261,0.200,2009,KBO 정규시즌
5,6,이대호,롯데,0.293,51,3,16,65,13,0.531,0.377,0.908,41,0.299,0.500,2009,KBO 정규시즌
6,7,박정준,롯데,0.285,23,0,3,35,1,0.441,0.371,0.812,14,0.224,0.273,2009,KBO 정규시즌
7,8,이인구,롯데,0.269,26,0,4,61,5,0.395,0.340,0.735,15,0.258,0.273,2009,KBO 정규시즌
8,9,가르시아,롯데,0.266,62,3,5,124,11,0.518,0.354,0.872,31,0.246,0.000,2009,KBO 정규시즌
9,10,장성우,롯데,0.265,8,0,1,26,8,0.357,0.318,0.675,5,0.233,0.250,2009,KBO 정규시즌
10,11,박종윤,롯데,0.260,3,0,6,23,7,0.390,0.306,0.696,5,0.195,0.200,2009,KBO 정규시즌
11,12,강민호,롯데,0.260,33,1,3,44,9,0.412,0.346,0.758,17,0.298,0.000,2009,KBO 정규시즌
12,13,이우민,롯데,0.259,14,0,8,37,3,0.302,0.346,0.648,8,0.214,0.444,2009,KBO 정규시즌
13,14,김민성,롯데,0.248,48,0,4,72,8,0.336,0.349,0.685,15,0.258,0.000,2009,KBO 정규시즌
14,15,정수근,롯데,0.237,5,0,0,7,2,0.288,0.292,0.580,3,0.235,0.000,2009,KBO 정규시즌
15,16,전준우,롯데,0.220,5,0,1,16,1,0.373,0.288,0.661,2,0.353,0.222,2009,KBO 정규시즌
16,17,박기혁,롯데,0.217,28,0,1,61,13,0.258,0.283,0.541,16,0.222,0.000,2009,KBO 정규시즌
17,17,최기문,롯데,0.217,18,1,0,12,2,0.322,0.323,0.645,7,0.259,0.000,2009,KBO 정규시즌
18,19,박준서,롯데,0.210,4,0,1,18,0,0.258,0.269,0.527,3,0.067,0.000,2009,KBO 정규시즌
19,20,손아섭,롯데,0.186,9,0,0,16,3,0.337,0.263,0.600,3,0.214,0.000,2009,KBO 정규시즌
20,21,문규현,롯데,0.167,0,0,0,6,1,0.333,0.167,0.500,0,0.250,0.000,2009,KBO 정규시즌
21,22,강영식,롯데,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2009,KBO 정규시즌
22,22,김일엽,롯데,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2009,KBO 정규시즌
23,22,배장호,롯데,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2009,KBO 정규시즌
24,22,서정호,롯데,0.000,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000,2009,KBO 정규시즌
25,22,애킨스,롯데,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2009,KBO 정규시즌
26,22,양종민,롯데,0.000,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000,2009,KBO 정규시즌
27,22,이동훈,롯데,0.000,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000,2009,KBO 정규시즌
28,22,이정동,롯데,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2009,KBO 정규시즌
29,22,이정민,롯데,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2009,KBO 정규시즌
0,22,이정훈,롯데,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2009,KBO 정규시즌
1,22,임경완,롯데,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2009,KBO 정규시즌
2,22,장원준,롯데,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2009,KBO 정규시즌
3,22,최만호,롯데,0.000,1,0,0,4,0,0.000,0.200,0.200,0,0.000,0.000,2009,KBO 정규시즌
4,22,하준호,롯데,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2009,KBO 정규시즌
0,1,김주현,삼성,0.500,0,0,0,1,0,0.500,0.500,1.000,0,0.000,0.000,2009,KBO 정규시즌
1,2,양준혁,삼성,0.329,63,4,4,24,7,0.526,0.464,0.990,24,0.390,0.167,2009,KBO 정규시즌
2,3,박한이,삼성,0.311,50,2,1,44,7,0.428,0.399,0.827,28,0.319,0.100,2009,KBO 정규시즌
3,4,강봉규,삼성,0.310,69,2,4,61,15,0.506,0.405,0.911,37,0.274,0.333,2009,KBO 정규시즌
4,5,채태인,삼성,0.293,49,4,5,90,4,0.514,0.382,0.896,31,0.290,0.714,2009,KBO 정규시즌
5,6,신명철,삼성,0.291,48,1,1,72,10,0.482,0.362,0.844,36,0.286,0.667,2009,KBO 정규시즌
6,7,박석민,삼성,0.285,54,4,17,66,5,0.586,0.416,1.002,24,0.218,0.000,2009,KBO 정규시즌
7,8,최형우,삼성,0.284,53,4,9,60,12,0.508,0.375,0.883,35,0.314,0.333,2009,KBO 정규시즌
8,9,조동찬,삼성,0.256,26,1,3,46,4,0.405,0.341,0.746,15,0.308,0.286,2009,KBO 정규시즌
9,10,박진만,삼성,0.256,25,0,3,31,8,0.386,0.333,0.719,11,0.238,0.400,2009,KBO 정규시즌
10,11,이영욱,삼성,0.249,19,1,3,52,4,0.363,0.321,0.684,8,0.396,0.357,2009,KBO 정규시즌
11,12,손주인,삼성,0.247,13,0,2,31,7,0.275,0.301,0.576,8,0.200,0.000,2009,KBO 정규시즌
12,13,김상수,삼성,0.244,21,0,2,51,7,0.322,0.308,0.630,17,0.212,0.167,2009,KBO 정규시즌
13,14,우동균,삼성,0.242,28,0,0,41,2,0.338,0.353,0.691,5,0.282,0.267,2009,KBO 정규시즌
14,15,현재윤,삼성,0.241,21,0,6,28,6,0.335,0.315,0.650,10,0.197,0.000,2009,KBO 정규시즌
15,16,김창희,삼성,0.238,13,0,3,18,4,0.278,0.322,0.600,6,0.289,0.375,2009,KBO 정규시즌
16,17,허승민,삼성,0.233,3,0,0,8,0,0.333,0.294,0.627,1,0.167,0.000,2009,KBO 정규시즌
17,18,진갑용,삼성,0.232,15,0,4,23,5,0.331,0.321,0.652,7,0.235,0.111,2009,KBO 정규시즌
18,19,이지영,삼성,0.214,0,0,0,9,0,0.214,0.214,0.428,1,0.375,0.250,2009,KBO 정규시즌
19,20,김재걸,삼성,0.212,11,0,0,16,0,0.308,0.349,0.657,1,0.167,0.000,2009,KBO 정규시즌
20,21,채상병,삼성,0.192,4,0,0,17,2,0.279,0.222,0.501,3,0.212,0.333,2009,KBO 정규시즌
21,22,오정복,삼성,0.143,0,0,0,0,0,0.143,0.143,0.286,0,0.000,0.000,2009,KBO 정규시즌
22,23,권혁,삼성,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2009,KBO 정규시즌
23,23,박민규,삼성,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2009,KBO 정규시즌
24,23,백정현,삼성,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2009,KBO 정규시즌
25,23,심광호,삼성,0.000,0,0,0,4,0,0.000,0.000,0.000,0,0.000,0.000,2009,KBO 정규시즌
26,23,안지만,삼성,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2009,KBO 정규시즌
27,23,오승환,삼성,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2009,KBO 정규시즌
28,23,정형식,삼성,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2009,KBO 정규시즌
29,23,조현근,삼성,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2009,KBO 정규시즌
0,23,차우찬,삼성,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2009,KBO 정규시즌
1,23,최원제,삼성,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2009,KBO 정규시즌
0,1,김동수,히어로즈,0.368,9,0,1,6,0,0.579,0.456,1.035,6,0.273,0.200,2009,KBO 정규시즌
1,2,이택근,히어로즈,0.311,64,5,13,59,13,0.467,0.408,0.875,38,0.291,0.000,2009,KBO 정규시즌
2,3,이숭용,히어로즈,0.296,48,1,2,44,7,0.401,0.376,0.777,28,0.311,0.000,2009,KBO 정규시즌
3,4,클락,히어로즈,0.290,65,2,3,85,14,0.504,0.376,0.880,39,0.320,0.000,2009,KBO 정규시즌
4,5,송지만,히어로즈,0.289,52,2,8,122,10,0.521,0.384,0.905,29,0.275,0.286,2009,KBO 정규시즌
5,6,강정호,히어로즈,0.286,45,2,4,81,18,0.508,0.349,0.857,37,0.259,0.000,2009,KBO 정규시즌
6,7,황재균,히어로즈,0.284,55,0,3,100,11,0.453,0.349,0.802,41,0.268,0.000,2009,KBO 정규시즌
7,8,권도영,히어로즈,0.283,6,0,2,13,1,0.340,0.377,0.717,3,0.188,0.100,2009,KBO 정규시즌
8,9,김민우,히어로즈,0.264,17,0,2,36,3,0.376,0.359,0.735,4,0.138,0.462,2009,KBO 정규시즌
9,10,김일경,히어로즈,0.257,27,0,3,60,5,0.340,0.331,0.671,16,0.169,0.333,2009,KBO 정규시즌
10,11,강병식,히어로즈,0.250,13,0,3,21,0,0.382,0.376,0.758,3,0.296,0.091,2009,KBO 정규시즌
11,12,강귀태,히어로즈,0.249,28,1,3,49,4,0.324,0.319,0.643,14,0.236,0.214,2009,KBO 정규시즌
12,13,허준,히어로즈,0.246,4,0,2,24,1,0.319,0.299,0.618,2,0.381,0.000,2009,KBO 정규시즌
13,14,브룸바,히어로즈,0.245,86,9,2,111,17,0.484,0.371,0.855,21,0.271,0.000,2009,KBO 정규시즌
14,15,전준호,히어로즈,0.242,4,0,0,5,0,0.273,0.324,0.597,0,0.300,0.250,2009,KBO 정규시즌
15,16,정수성,히어로즈,0.230,3,0,4,32,1,0.331,0.264,0.595,8,0.143,0.333,2009,KBO 정규시즌
16,17,장민석,히어로즈,0.200,1,0,0,5,1,0.240,0.231,0.471,1,0.000,0.000,2009,KBO 정규시즌
17,18,오재일,히어로즈,0.197,6,1,0,15,1,0.273,0.260,0.533,3,0.125,0.250,2009,KBO 정규시즌
18,19,장영석,히어로즈,0.182,3,0,2,14,1,0.364,0.289,0.653,1,0.000,0.000,2009,KBO 정규시즌
19,20,유선정,히어로즈,0.179,8,0,2,9,1,0.250,0.299,0.549,1,0.250,1.000,2009,KBO 정규시즌
20,21,조재호,히어로즈,0.148,2,0,1,5,1,0.296,0.233,0.529,0,0.111,0.286,2009,KBO 정규시즌
21,22,오윤,히어로즈,0.125,0,0,3,5,1,0.292,0.214,0.506,0,0.000,0.125,2009,KBO 정규시즌
22,23,조중근,히어로즈,0.111,1,1,0,1,3,0.111,0.150,0.261,0,0.000,0.143,2009,KBO 정규시즌
23,24,김지수,히어로즈,0.000,0,0,0,1,2,0.000,0.000,0.000,0,0.000,0.000,2009,KBO 정규시즌
24,24,손승현,히어로즈,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2009,KBO 정규시즌
25,24,유재신,히어로즈,0.000,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000,2009,KBO 정규시즌
26,24,이보근,히어로즈,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2009,KBO 정규시즌
27,24,전민수,히어로즈,0.000,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000,2009,KBO 정규시즌
28,24,조용훈,히어로즈,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2009,KBO 정규시즌
29,24,황두성,히어로즈,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2009,KBO 정규시즌
0,1,박용택,LG,0.372,36,2,6,63,15,0.582,0.417,0.999,51,0.402,1.000,2009,KBO 정규시즌
1,2,박도현,LG,0.357,1,0,0,6,1,0.357,0.400,0.757,1,0.250,0.000,2009,KBO 정규시즌
2,3,윤진호,LG,0.333,1,0,0,1,2,0.500,0.429,0.929,1,0.667,0.000,2009,KBO 정규시즌
3,4,페타지니,LG,0.332,97,9,7,70,7,0.575,0.468,1.043,33,0.350,0.000,2009,KBO 정규시즌
4,5,김정민,LG,0.320,12,0,1,7,1,0.360,0.453,0.813,3,0.300,0.000,2009,KBO 정규시즌
5,6,정성훈,LG,0.301,59,2,4,46,10,0.427,0.389,0.816,36,0.338,0.500,2009,KBO 정규시즌
6,7,이진영,LG,0.300,40,7,1,30,19,0.463,0.366,0.829,31,0.302,0.450,2009,KBO 정규시즌
7,8,최동수,LG,0.296,34,3,4,58,20,0.464,0.360,0.824,27,0.240,0.412,2009,KBO 정규시즌
8,9,이대형,LG,0.280,50,1,0,77,8,0.319,0.341,0.660,40,0.250,0.000,2009,KBO 정규시즌
9,10,박종호,LG,0.267,22,0,1,19,1,0.329,0.357,0.686,9,0.167,0.154,2009,KBO 정규시즌
10,11,김태군,LG,0.250,2,0,1,18,4,0.287,0.270,0.557,4,0.214,0.000,2009,KBO 정규시즌
11,12,권용관,LG,0.247,28,0,7,67,11,0.357,0.309,0.666,19,0.187,0.400,2009,KBO 정규시즌
12,13,박경수,LG,0.238,54,0,7,55,5,0.372,0.377,0.749,17,0.177,0.000,2009,KBO 정규시즌
13,14,안치용,LG,0.237,27,1,1,47,3,0.335,0.320,0.655,9,0.269,0.304,2009,KBO 정규시즌
14,15,손인호,LG,0.226,8,0,0,15,1,0.286,0.293,0.579,3,0.240,0.133,2009,KBO 정규시즌
15,16,박병호,LG,0.218,20,1,4,70,3,0.399,0.305,0.704,12,0.220,0.091,2009,KBO 정규시즌
16,17,조인성,LG,0.214,28,1,1,53,10,0.417,0.290,0.707,9,0.176,0.333,2009,KBO 정규시즌
17,18,박용근,LG,0.213,15,0,4,29,1,0.307,0.311,0.618,6,0.156,0.333,2009,KBO 정규시즌
18,19,김태완,LG,0.212,9,0,0,6,1,0.273,0.372,0.645,1,0.250,0.000,2009,KBO 정규시즌
19,20,곽용섭,LG,0.200,1,0,0,5,0,0.267,0.250,0.517,1,0.167,0.333,2009,KBO 정규시즌
20,20,이종열,LG,0.200,1,1,0,3,1,0.200,0.250,0.450,1,0.000,0.250,2009,KBO 정규시즌
21,22,이병규,LG,0.176,4,0,0,10,0,0.294,0.333,0.627,0,0.167,0.200,2009,KBO 정규시즌
22,23,오지환,LG,0.111,1,0,0,5,0,0.111,0.200,0.311,0,0.000,0.000,2009,KBO 정규시즌
23,23,임도현,LG,0.111,1,0,0,5,0,0.111,0.200,0.311,0,0.000,0.000,2009,KBO 정규시즌
24,25,정주현,LG,0.091,0,0,0,7,0,0.364,0.091,0.455,0,0.000,0.000,2009,KBO 정규시즌
25,26,경헌호,LG,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2009,KBO 정규시즌
26,26,김광삼,LG,0.000,0,0,0,0,0,0.000,0.000,0.000,0,0.000,0.000,2009,KBO 정규시즌
27,26,김민기,LG,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2009,KBO 정규시즌
28,26,류택현,LG,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2009,KBO 정규시즌
29,26,서동욱,LG,0.000,0,0,0,5,0,0.000,0.000,0.000,0,0.000,0.000,2009,KBO 정규시즌
0,26,오상민,LG,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2009,KBO 정규시즌
1,26,오태근,LG,0.000,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000,2009,KBO 정규시즌
2,26,우규민,LG,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2009,KBO 정규시즌
3,26,이경환,LG,0.000,0,0,0,2,0,0.000,0.000,0.000,0,0.000,0.000,2009,KBO 정규시즌
4,26,이동현,LG,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2009,KBO 정규시즌
5,26,이재영,LG,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2009,KBO 정규시즌
6,26,정찬헌,LG,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2009,KBO 정규시즌
7,26,최동환,LG,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2009,KBO 정규시즌
8,26,최성민,LG,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2009,KBO 정규시즌
9,26,최원호,LG,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2009,KBO 정규시즌
0,1,김강,한화,0.500,0,0,0,1,0,0.500,0.500,1.000,0,0.000,0.400,2009,KBO 정규시즌
1,2,김태균,한화,0.330,45,4,6,71,12,0.545,0.416,0.961,29,0.299,0.500,2009,KBO 정규시즌
2,3,이도형,한화,0.318,37,0,2,40,11,0.507,0.400,0.907,21,0.392,0.375,2009,KBO 정규시즌
3,4,강동우,한화,0.302,69,0,1,58,6,0.429,0.384,0.813,45,0.305,0.500,2009,KBO 정규시즌
