,순위,선수명,팀명,AVG,G,PA,AB,H,2B,3B,HR,RBI,SB,CS,BB,HBP,SO,GDP,E,년도,경기타입
6,7,류지현,LG,0.283,129,580,448,127,26,2,9,53,21,7,96,3,59,13,15,2001,KBO 정규시즌
7,8,심성보,LG,0.279,97,247,219,61,11,0,2,34,3,2,19,0,39,1,2,2001,KBO 정규시즌
8,9,로마이어,LG,0.268,60,239,205,55,8,1,11,47,0,2,25,2,50,6,3,2001,KBO 정규시즌
9,10,김정민,LG,0.259,61,122,108,28,4,1,0,12,0,0,7,1,27,2,3,2001,KBO 정규시즌
10,11,조인성,LG,0.253,82,210,186,47,10,0,5,26,1,2,12,4,27,4,3,2001,KBO 정규시즌
11,12,손지환,LG,0.250,96,211,188,47,8,1,5,22,2,4,12,1,29,3,6,2001,KBO 정규시즌
12,12,최길성,LG,0.250,5,6,4,1,0,0,0,0,0,0,2,0,1,0,0,2001,KBO 정규시즌
13,14,권용관,LG,0.245,106,212,184,45,8,3,1,20,4,0,13,8,43,5,10,2001,KBO 정규시즌
14,15,안상준,LG,0.228,65,194,171,39,5,0,2,10,1,3,13,2,32,4,11,2001,KBO 정규시즌
15,16,이종열,LG,0.225,79,246,213,48,7,1,2,15,4,4,23,1,27,4,4,2001,KBO 정규시즌
16,17,강민규,LG,0.209,38,47,43,9,1,0,1,6,0,3,3,1,13,0,1,2001,KBO 정규시즌
17,18,김재학,LG,0.200,19,20,15,3,0,1,0,0,0,0,2,1,2,0,0,2001,KBO 정규시즌
18,19,홍현우,LG,0.198,60,213,182,36,9,0,2,16,1,1,27,3,35,4,9,2001,KBO 정규시즌
19,20,장재중,LG,0.194,94,224,196,38,4,1,1,14,4,4,19,1,35,8,3,2001,KBO 정규시즌
20,21,최만호,LG,0.182,51,67,55,10,3,0,1,5,1,2,7,3,16,2,0,2001,KBO 정규시즌
21,22,한규식,LG,0.118,35,21,17,2,0,0,0,0,1,0,2,0,4,0,3,2001,KBO 정규시즌
22,23,김현민,LG,0.111,10,11,9,1,0,0,0,0,1,0,1,1,2,0,0,2001,KBO 정규시즌
23,24,윤현식,LG,0.077,19,15,13,1,0,0,0,1,0,0,2,0,4,1,0,2001,KBO 정규시즌
24,25,경헌호,LG,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001,KBO 정규시즌
25,25,김혁섭,LG,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001,KBO 정규시즌
26,25,발데스,LG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001,KBO 정규시즌
27,25,신윤호,LG,-,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001,KBO 정규시즌
28,25,유현승,LG,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001,KBO 정규시즌
29,25,이동현,LG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001,KBO 정규시즌
0,1,에레라,SK,0.340,103,450,418,142,27,1,15,63,15,7,24,5,53,11,4,2001,KBO 정규시즌
1,2,브리또,SK,0.320,122,510,422,135,27,0,22,80,7,3,57,24,53,12,23,2001,KBO 정규시즌
2,3,이진영,SK,0.280,120,369,321,90,16,1,7,31,9,5,35,0,64,5,4,2001,KBO 정규시즌
3,4,윤재국,SK,0.277,109,356,300,83,10,2,10,38,11,4,31,0,57,4,1,2001,KBO 정규시즌
4,5,손차훈,SK,0.270,37,79,74,20,5,0,0,10,0,1,3,1,10,2,3,2001,KBO 정규시즌
5,6,정상호,SK,0.267,44,49,45,12,6,0,0,8,0,0,4,0,16,1,2,2001,KBO 정규시즌
6,7,박준서,SK,0.263,25,22,19,5,0,0,0,1,0,0,2,0,7,1,2,2001,KBO 정규시즌
7,8,채종범,SK,0.255,117,460,396,101,15,0,8,38,6,9,46,7,49,8,2,2001,KBO 정규시즌
8,9,안재만,SK,0.255,124,438,369,94,15,0,11,44,19,5,50,6,90,14,17,2001,KBO 정규시즌
9,10,강혁,SK,0.252,57,224,202,51,10,0,7,39,0,2,21,1,25,4,1,2001,KBO 정규시즌
10,11,박계원,SK,0.250,48,22,20,5,1,0,0,2,7,2,2,0,7,1,0,2001,KBO 정규시즌
11,12,양현석,SK,0.246,113,334,289,71,16,2,11,44,3,4,35,5,58,9,1,2001,KBO 정규시즌
12,13,조원우,SK,0.244,111,363,307,75,15,1,7,39,7,3,42,4,48,2,1,2001,KBO 정규시즌
13,14,최태원,SK,0.242,133,382,318,77,14,0,5,31,13,5,38,6,36,5,5,2001,KBO 정규시즌
14,15,추성건,SK,0.235,23,39,34,8,1,0,1,7,1,0,4,0,8,0,1,2001,KBO 정규시즌
15,16,양용모,SK,0.234,103,221,192,45,9,0,1,19,12,6,13,4,46,1,4,2001,KBO 정규시즌
16,17,이호준,SK,0.234,80,308,286,67,17,5,8,30,4,3,18,3,44,7,4,2001,KBO 정규시즌
17,18,김경기,SK,0.232,48,97,82,19,1,0,2,9,0,0,10,4,21,2,1,2001,KBO 정규시즌
18,19,김동건,SK,0.200,7,6,5,1,0,0,0,1,0,0,1,0,1,1,1,2001,KBO 정규시즌
19,20,송재익,SK,0.189,100,208,175,33,10,0,2,22,9,1,20,4,55,3,6,2001,KBO 정규시즌
20,21,조동화,SK,0.167,6,6,6,1,0,0,0,1,0,0,0,0,1,0,0,2001,KBO 정규시즌
21,22,강성우,SK,0.160,110,222,188,30,7,0,0,13,2,0,15,1,31,6,6,2001,KBO 정규시즌
22,23,김건한,SK,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001,KBO 정규시즌
23,23,김원형,SK,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001,KBO 정규시즌
24,23,박재상,SK,0.000,8,4,4,0,0,0,0,0,0,0,0,0,3,0,0,2001,KBO 정규시즌
25,23,신주일,SK,0.000,5,2,1,0,0,0,0,1,0,0,1,0,0,0,0,2001,KBO 정규시즌
26,23,오상민,SK,-,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001,KBO 정규시즌
27,23,장용대,SK,0.000,6,7,7,0,0,0,0,0,0,0,0,0,4,0,0,2001,KBO 정규시즌
28,23,정대현,SK,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001,KBO 정규시즌
29,23,조규제,SK,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001,KBO 정규시즌
0,1,박상민,롯데,1.000,7,2,2,2,0,0,0,0,0,1,0,0,0,0,0,2001,KBO 정규시즌
1,2,이대호,롯데,0.500,6,9,8,4,0,0,0,1,0,0,1,0,2,0,0,2001,KBO 정규시즌
2,3,호세,롯데,0.335,117,499,367,123,20,2,36,102,7,4,127,1,72,4,3,2001,KBO 정규시즌
3,4,김주찬,롯데,0.313,86,333,300,94,21,4,4,31,29,8,24,2,56,7,13,2001,KBO 정규시즌
4,5,박종일,롯데,0.304,37,24,23,7,3,0,0,4,0,1,1,0,4,0,0,2001,KBO 정규시즌
5,6,최기문,롯데,0.304,127,451,385,117,16,2,7,47,8,5,40,7,52,6,8,2001,KBO 정규시즌
6,7,조경환,롯데,0.303,120,497,433,131,33,0,26,102,2,0,47,8,109,6,1,2001,KBO 정규시즌
7,8,김민재,롯데,0.301,105,374,335,101,14,1,2,37,6,6,23,5,28,5,11,2001,KBO 정규시즌
8,9,박현승,롯데,0.288,123,521,427,123,21,4,5,53,15,6,72,13,68,5,9,2001,KBO 정규시즌
9,10,김대익,롯데,0.285,130,458,404,115,24,2,5,33,9,10,33,1,75,8,0,2001,KBO 정규시즌
10,11,김응국,롯데,0.277,89,300,274,76,10,1,4,33,2,0,21,2,44,7,2,2001,KBO 정규시즌
11,12,얀,롯데,0.270,106,390,330,89,18,0,17,62,1,1,52,2,88,7,12,2001,KBO 정규시즌
12,13,임재철,롯데,0.269,114,270,216,58,14,1,3,26,10,2,27,12,41,4,3,2001,KBO 정규시즌
13,14,허문회,롯데,0.267,51,91,75,20,2,0,0,11,0,1,11,1,6,1,1,2001,KBO 정규시즌
14,15,박정태,롯데,0.247,118,415,356,88,25,1,7,59,1,2,46,2,41,18,11,2001,KBO 정규시즌
15,16,이계성,롯데,0.243,109,335,292,71,18,2,4,35,6,4,31,0,57,3,4,2001,KBO 정규시즌
16,17,김진수,롯데,0.211,22,21,19,4,0,1,0,2,0,0,2,0,6,1,0,2001,KBO 정규시즌
17,18,조성환,롯데,0.196,88,112,92,18,4,2,0,14,6,0,10,3,16,3,1,2001,KBO 정규시즌
18,19,박경진,롯데,0.182,50,66,55,10,0,0,0,6,0,0,10,0,15,1,2,2001,KBO 정규시즌
19,20,신명철,롯데,0.152,28,35,33,5,1,0,0,5,1,0,2,0,8,1,2,2001,KBO 정규시즌
20,21,박기혁,롯데,0.143,47,61,56,8,3,0,1,7,2,1,3,0,11,1,3,2001,KBO 정규시즌
21,22,권오현,롯데,0.111,20,19,18,2,0,1,0,0,0,1,0,0,5,0,0,2001,KBO 정규시즌
22,22,이동욱,롯데,0.111,9,12,9,1,0,0,0,1,0,0,2,0,1,0,0,2001,KBO 정규시즌
23,22,이우민,롯데,0.111,16,10,9,1,0,0,0,0,0,0,0,1,1,1,0,2001,KBO 정규시즌
24,25,정진식,롯데,0.091,9,12,11,1,0,0,0,0,0,0,1,0,6,0,0,2001,KBO 정규시즌
25,26,가득염,롯데,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001,KBO 정규시즌
26,26,강상수,롯데,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001,KBO 정규시즌
27,26,김무성,롯데,0.000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2001,KBO 정규시즌
28,26,김사율,롯데,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001,KBO 정규시즌
29,26,김영수,롯데,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001,KBO 정규시즌
0,1,박종호,OB,0.5,4,5,4,2,0,0,0,2,0,0,1,0,0,1,2,1982,KBO 정규시즌
1,2,윤동균,OB,0.342,77,334,284,97,20,5,8,47,9,2,45,1,27,3,2,1982,KBO 정규시즌
2,3,신경식,OB,0.334,78,320,293,98,21,3,4,54,14,8,20,3,17,2,6,1982,KBO 정규시즌
3,4,구재서,OB,0.333,34,3,3,1,0,0,0,0,1,1,0,0,0,0,0,1982,KBO 정규시즌
4,5,김우열,OB,0.31,62,255,210,65,8,0,13,41,14,4,38,6,25,0,0,1982,KBO 정규시즌
5,6,구천서,OB,0.308,77,316,266,82,11,5,3,25,9,5,35,8,32,3,11,1982,KBO 정규시즌
6,7,정혁진,OB,0.299,60,155,147,44,7,1,3,23,3,2,5,2,15,2,2,1982,KBO 정규시즌
7,8,김광수,OB,0.272,48,125,103,28,2,0,1,14,6,3,11,3,8,2,4,1982,KBO 정규시즌
8,9,조범현,OB,0.271,49,126,118,32,7,2,2,9,2,2,6,0,22,2,4,1982,KBO 정규시즌
9,10,이근식,OB,0.27,68,233,211,57,9,1,1,20,9,3,11,5,14,4,1,1982,KBO 정규시즌
10,11,양세종,OB,0.269,76,336,301,81,13,1,7,37,12,13,27,2,17,5,21,1982,KBO 정규시즌
11,12,유지훤,OB,0.252,80,299,274,69,14,2,4,38,12,6,15,2,15,5,25,1982,KBO 정규시즌
12,13,김유동,OB,0.245,57,165,155,38,8,1,6,23,2,3,3,3,17,2,2,1982,KBO 정규시즌
13,14,이홍범,OB,0.235,74,175,153,36,7,1,3,15,9,2,16,3,17,2,5,1982,KBO 정규시즌
14,15,정종현,OB,0.226,38,95,84,19,5,1,2,6,1,1,6,3,9,1,0,1982,KBO 정규시즌
15,16,김경문,OB,0.217,51,122,106,23,4,0,0,6,2,4,7,0,7,2,4,1982,KBO 정규시즌
16,17,김진홍,OB,0.2,7,5,5,1,0,0,0,1,0,1,0,0,0,0,0,1982,KBO 정규시즌
17,18,이근식,OB,0.185,22,28,27,5,1,0,0,1,1,1,1,0,11,0,0,1982,KBO 정규시즌
18,19,박상열,OB,0.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1982,KBO 정규시즌
0,1,정혁진,OB,1.000,2,2,2,2,1,0,0,2,0,0,0,0,0,0,0,1982,KBO 한국시리즈
1,2,윤동균,OB,0.407,6,30,27,11,3,0,0,1,0,1,3,0,2,0,0,1982,KBO 한국시리즈
2,3,김유동,OB,0.400,6,28,25,10,0,0,3,12,0,1,2,0,3,0,0,1982,KBO 한국시리즈
3,4,김우열,OB,0.250,6,30,28,7,0,0,2,6,0,0,2,0,1,0,0,1982,KBO 한국시리즈
4,5,구천서,OB,0.238,6,27,21,5,1,0,0,1,1,2,5,0,5,2,3,1982,KBO 한국시리즈
5,5,이홍범,OB,0.238,6,23,21,5,1,0,0,0,0,0,1,0,2,1,0,1982,KBO 한국시리즈
6,7,유지훤,OB,0.208,6,25,24,5,1,0,0,1,1,0,0,0,3,0,4,1982,KBO 한국시리즈
7,8,신경식,OB,0.190,6,29,21,4,3,0,0,3,0,0,6,1,0,0,1,1982,KBO 한국시리즈
8,9,정종현,OB,0.167,2,6,6,1,0,0,1,1,0,0,0,0,3,0,1,1982,KBO 한국시리즈
9,10,김경문,OB,0.154,5,15,13,2,0,0,0,0,0,0,1,0,1,0,0,1982,KBO 한국시리즈
10,11,김광수,OB,0.130,6,27,23,3,0,0,0,0,0,1,1,2,1,0,0,1982,KBO 한국시리즈
11,12,박종호,OB,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1982,KBO 한국시리즈
12,12,이근식,OB,0.000,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1982,KBO 한국시리즈
13,12,이근식,OB,0.000,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1982,KBO 한국시리즈
14,12,조범현,OB,0.000,1,3,1,0,0,0,0,0,0,0,2,0,0,0,0,1982,KBO 한국시리즈
0,1,장태수,삼성,0.336,66,264,214,72,15,3,3,27,34,14,42,5,33,1,2,1982,KBO 정규시즌
1,2,박정환,삼성,0.3,50,136,120,36,6,1,5,24,2,1,9,5,24,5,1,1982,KBO 정규시즌
2,3,허규옥,삼성,0.291,66,242,206,60,11,2,3,22,27,3,32,1,27,3,4,1982,KBO 정규시즌
3,4,이만수,삼성,0.289,77,322,270,78,16,1,13,51,6,3,46,4,27,13,5,1982,KBO 정규시즌
4,5,정현발,삼성,0.288,53,179,146,42,9,1,5,26,4,2,28,1,17,5,1,1982,KBO 정규시즌
5,6,박찬,삼성,0.286,30,85,77,22,4,0,1,8,2,0,8,0,15,2,1,1982,KBO 정규시즌
6,7,오대석,삼성,0.283,72,307,258,73,15,1,4,30,14,1,37,3,34,3,13,1982,KBO 정규시즌
7,8,정구왕,삼성,0.283,48,157,145,41,1,2,0,17,16,7,6,3,19,2,6,1982,KBO 정규시즌
8,9,천보성,삼성,0.267,38,104,90,24,6,0,0,10,2,0,10,1,9,2,5,1982,KBO 정규시즌
9,10,김한근,삼성,0.266,63,227,192,51,13,1,5,28,4,3,24,2,27,1,6,1982,KBO 정규시즌
10,11,함학수,삼성,0.261,74,289,261,68,14,2,7,51,8,2,22,2,34,8,7,1982,KBO 정규시즌
11,12,손상득,삼성,0.238,53,155,143,34,3,2,2,16,8,2,7,1,21,1,4,1982,KBO 정규시즌
12,13,배대웅,삼성,0.23,71,263,235,54,9,0,5,27,7,2,25,0,10,2,7,1982,KBO 정규시즌
13,14,손상대,삼성,0.211,12,22,19,4,0,0,0,2,1,0,1,1,5,0,1,1982,KBO 정규시즌
14,15,서정환,삼성,0.202,50,135,124,25,1,1,2,19,9,1,5,1,21,1,9,1982,KBO 정규시즌
15,16,김휘욱,삼성,0.152,36,69,66,10,1,1,1,9,0,0,1,0,8,1,1,1982,KBO 정규시즌
16,17,송진호,삼성,0.138,41,82,80,11,2,0,1,7,3,2,2,0,18,0,0,1982,KBO 정규시즌
17,18,임신근,삼성,0.0,2,5,3,0,0,0,0,0,0,0,2,0,1,0,0,1982,KBO 정규시즌
0,1,박찬,삼성,0.400,2,6,5,2,0,0,1,2,0,0,1,0,1,0,0,1982,KBO 한국시리즈
1,2,함학수,삼성,0.333,6,26,21,7,2,0,1,4,0,1,3,1,2,0,2,1982,KBO 한국시리즈
2,3,정현발,삼성,0.300,6,23,20,6,0,1,1,2,0,0,3,0,2,0,0,1982,KBO 한국시리즈
3,4,배대웅,삼성,0.280,6,28,25,7,3,1,0,3,1,0,0,1,1,0,0,1982,KBO 한국시리즈
4,5,이만수,삼성,0.273,6,25,22,6,1,1,0,5,0,0,2,0,2,1,0,1982,KBO 한국시리즈
5,6,오대석,삼성,0.231,6,28,26,6,1,0,1,4,0,1,2,0,2,0,1,1982,KBO 한국시리즈
6,7,박정환,삼성,0.222,3,11,9,2,1,1,0,1,0,0,1,0,2,0,0,1982,KBO 한국시리즈
7,8,장태수,삼성,0.190,6,32,21,4,0,0,1,2,2,2,9,1,2,0,0,1982,KBO 한국시리즈
8,9,손상득,삼성,0.100,5,11,10,1,0,0,0,0,0,0,0,1,1,0,0,1982,KBO 한국시리즈
9,10,김한근,삼성,0.091,6,23,22,2,0,0,0,2,1,0,1,0,4,0,2,1982,KBO 한국시리즈
10,11,허규옥,삼성,0.071,5,19,14,1,0,0,0,1,1,1,3,1,2,0,0,1982,KBO 한국시리즈
11,12,박영진,삼성,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1982,KBO 한국시리즈
12,12,서정환,삼성,0.000,2,3,3,0,0,0,0,0,0,0,0,0,1,0,0,1982,KBO 한국시리즈
13,12,손상대,삼성,0.000,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1982,KBO 한국시리즈
14,12,정구왕,삼성,0.000,3,4,4,0,0,0,0,0,0,0,0,0,1,0,1,1982,KBO 한국시리즈
15,12,천보성,삼성,0.000,3,10,6,0,0,0,0,0,0,0,4,0,0,0,0,1982,KBO 한국시리즈
0,1,백인천,MBC,0.412,71,298,250,103,23,1,19,64,11,3,42,3,17,5,0,1982,KBO 정규시즌
1,2,김봉기,MBC,0.364,34,39,33,12,1,0,0,6,2,3,1,4,4,0,0,1982,KBO 정규시즌
2,3,이종도,MBC,0.324,77,327,287,93,15,1,11,48,21,3,32,4,51,4,4,1982,KBO 정규시즌
3,4,최정기,MBC,0.32,25,28,25,8,3,0,1,8,0,1,2,0,7,0,0,1982,KBO 정규시즌
4,5,김용달,MBC,0.315,68,191,168,53,10,0,5,23,2,3,19,0,29,6,4,1982,KBO 정규시즌
5,6,이광은,MBC,0.313,63,271,243,76,16,3,5,36,17,6,12,7,16,6,14,1982,KBO 정규시즌
6,7,김바위,MBC,0.294,56,132,109,32,4,0,4,26,3,2,19,2,15,3,5,1982,KBO 정규시즌
7,8,송영운,MBC,0.262,76,302,263,69,11,1,1,28,15,10,27,1,27,4,6,1982,KBO 정규시즌
8,9,김인식,MBC,0.259,79,355,309,80,9,0,3,26,35,7,17,18,14,7,15,1982,KBO 정규시즌
9,10,유승안,MBC,0.254,56,166,142,36,5,0,9,29,2,4,21,0,29,2,6,1982,KBO 정규시즌
10,11,김용운,MBC,0.244,72,238,217,53,6,2,3,28,2,2,18,0,16,6,4,1982,KBO 정규시즌
11,12,신언호,MBC,0.24,76,256,229,55,14,1,3,26,10,5,22,3,26,8,3,1982,KBO 정규시즌
12,13,정영기,MBC,0.228,74,270,246,56,5,1,1,23,6,6,21,0,32,3,18,1982,KBO 정규시즌
13,14,배수희,MBC,0.217,22,24,23,5,0,1,0,3,0,0,1,0,4,0,0,1982,KBO 정규시즌
14,15,최정우,MBC,0.214,33,65,56,12,0,0,0,4,3,2,7,0,12,1,1,1982,KBO 정규시즌
15,16,조호,MBC,0.212,44,64,52,11,2,0,0,3,4,2,6,5,11,1,10,1982,KBO 정규시즌
16,17,박재천,MBC,0.143,14,22,21,3,0,1,0,0,1,0,1,0,3,0,5,1982,KBO 정규시즌
17,18,김재박,MBC,0.0,3,13,13,0,0,0,0,0,0,0,0,0,3,0,0,1982,KBO 정규시즌
0,1,신태중,해태,0.333,2,3,3,1,0,0,0,0,0,0,0,0,1,0,0,1982,KBO 정규시즌
1,2,김봉연,해태,0.331,74,304,269,89,14,1,22,52,7,2,28,6,16,8,6,1982,KBO 정규시즌
2,3,김성한,해태,0.305,80,340,318,97,17,4,13,69,10,5,9,8,55,7,4,1982,KBO 정규시즌
3,4,김준환,해태,0.301,80,331,306,92,13,3,19,45,10,5,19,3,23,4,4,1982,KBO 정규시즌
4,5,김종모,해태,0.291,78,286,258,75,12,0,10,43,7,2,17,3,27,7,15,1982,KBO 정규시즌
5,6,김일권,해태,0.27,75,330,282,76,12,1,11,36,53,17,42,3,18,4,8,1982,KBO 정규시즌
6,7,차영화,해태,0.259,76,323,282,73,9,1,1,12,32,10,31,3,20,3,5,1982,KBO 정규시즌
7,8,김종윤,해태,0.244,69,194,168,41,8,2,1,15,11,4,19,3,37,2,0,1982,KBO 정규시즌
8,9,조충열,해태,0.231,80,298,268,62,8,0,2,21,8,4,20,5,23,11,22,1982,KBO 정규시즌
9,10,임정면,해태,0.219,26,90,73,16,4,1,1,5,2,1,12,1,11,0,8,1982,KBO 정규시즌
10,11,박전섭,해태,0.217,46,115,106,23,4,1,0,7,0,0,7,1,13,2,6,1982,KBO 정규시즌
11,12,김우근,해태,0.189,61,166,143,27,5,0,4,18,11,1,13,4,16,3,2,1982,KBO 정규시즌
12,13,최영조,해태,0.156,25,37,32,5,0,0,0,1,1,0,5,0,11,1,2,1982,KBO 정규시즌
13,14,김용만,해태,0.147,56,110,102,15,3,0,0,7,2,1,6,1,10,3,10,1982,KBO 정규시즌
14,15,김경훈,해태,0.086,30,41,35,3,1,0,0,1,1,0,5,0,9,1,2,1982,KBO 정규시즌
15,16,홍순만,해태,0.077,11,15,13,1,0,0,0,0,0,0,2,0,2,3,1,1982,KBO 정규시즌
16,17,김용남,해태,0.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1982,KBO 정규시즌
17,17,방수원,해태,0.0,4,5,5,0,0,0,0,0,0,0,0,0,2,0,0,1982,KBO 정규시즌
18,17,이상윤,해태,0.0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1982,KBO 정규시즌
0,1,김용철,롯데,0.3,71,300,253,76,13,0,10,39,6,7,41,4,30,6,2,1982,KBO 정규시즌
1,2,박용성,롯데,0.287,53,198,171,49,6,1,11,38,0,2,17,4,28,7,3,1982,KBO 정규시즌
2,3,김용희,롯데,0.284,63,263,232,66,7,0,11,38,4,1,25,3,19,12,16,1982,KBO 정규시즌
3,4,김성관,롯데,0.275,76,304,273,75,15,1,7,40,16,4,18,8,26,8,2,1982,KBO 정규시즌
4,5,김재상,롯데,0.275,28,58,51,14,1,1,0,3,8,2,5,1,9,0,0,1982,KBO 정규시즌
5,6,김정수,롯데,0.274,79,333,277,76,15,2,11,49,15,7,49,2,30,4,2,1982,KBO 정규시즌
6,6,정학수,롯데,0.274,77,345,277,76,18,1,2,25,13,10,53,6,26,3,12,1982,KBO 정규시즌
7,8,차동열,롯데,0.251,69,232,207,52,8,0,2,19,7,3,19,2,34,3,12,1982,KBO 정규시즌
8,9,김일환,롯데,0.243,65,210,181,44,5,1,0,8,4,4,21,1,22,3,6,1982,KBO 정규시즌
9,10,권두조,롯데,0.223,80,325,265,59,15,1,0,35,7,9,36,7,27,7,16,1982,KBO 정규시즌
10,11,최순하,롯데,0.207,38,94,82,17,0,0,0,5,0,0,10,1,8,1,0,1982,KBO 정규시즌
11,12,엄태섭,롯데,0.2,36,99,95,19,3,0,0,6,2,0,4,0,11,1,1,1982,KBO 정규시즌
12,13,정문섭,롯데,0.197,58,136,117,23,3,0,4,13,0,2,14,1,28,0,2,1982,KBO 정규시즌
13,14,이윤섭,롯데,0.194,23,33,31,6,2,0,1,5,0,0,2,0,10,1,0,1982,KBO 정규시즌
14,15,이성득,롯데,0.19,51,132,116,22,1,0,0,2,2,2,12,0,8,5,7,1982,KBO 정규시즌
0,1,조흥운,삼미,0.284,79,327,299,85,16,4,4,35,44,12,24,0,29,4,11,1982,KBO 정규시즌
1,2,김호인,삼미,0.279,64,237,215,60,16,0,6,24,4,2,17,1,21,4,2,1982,KBO 정규시즌
2,3,금광옥,삼미,0.27,77,306,263,71,12,3,9,37,2,4,39,1,30,3,11,1982,KBO 정규시즌
3,4,김경남,삼미,0.269,77,314,297,80,15,5,3,27,2,1,13,0,36,9,5,1982,KBO 정규시즌
4,5,양승관,삼미,0.269,72,269,242,65,6,1,8,40,3,4,20,3,46,5,4,1982,KBO 정규시즌
5,6,이철성,삼미,0.26,42,166,146,38,7,1,0,10,3,5,15,1,9,1,7,1982,KBO 정규시즌
6,7,장정기,삼미,0.234,78,278,235,55,12,1,3,27,7,3,32,5,27,2,10,1982,KBO 정규시즌
7,8,박준영,삼미,0.225,19,47,40,9,2,0,0,4,0,0,4,0,6,0,0,1982,KBO 정규시즌
8,9,허운,삼미,0.225,63,179,169,38,4,0,2,11,0,0,4,2,25,1,24,1982,KBO 정규시즌
9,10,김무관,삼미,0.217,69,292,254,55,11,0,1,14,5,7,24,7,29,5,7,1982,KBO 정규시즌
10,11,김구길,삼미,0.203,32,70,64,13,1,0,0,2,1,1,3,0,15,0,3,1982,KBO 정규시즌
11,12,송경섭,삼미,0.197,53,172,152,30,9,1,2,20,2,1,12,5,41,4,13,1982,KBO 정규시즌
12,13,이경수,삼미,0.186,32,62,59,11,3,1,0,3,1,0,2,1,8,1,0,1982,KBO 정규시즌
13,14,최영환,삼미,0.173,48,107,98,17,2,2,2,11,0,1,7,1,21,1,6,1982,KBO 정규시즌
14,15,김진철,삼미,0.13,30,50,46,6,1,1,0,4,0,2,3,1,12,1,4,1982,KBO 정규시즌
15,16,문주모,삼미,0.071,11,15,14,1,0,0,0,0,0,0,1,0,4,1,0,1982,KBO 정규시즌
16,17,이찬선,삼미,0.054,22,59,56,3,0,0,0,3,0,0,1,1,11,2,1,1982,KBO 정규시즌
17,18,김동철,삼미,0.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1982,KBO 정규시즌
18,18,이춘근,삼미,0.0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1982,KBO 정규시즌
0,1,김종모,해태,0.35,86,342,311,109,17,2,11,44,7,10,26,3,26,11,3,1983,KBO 정규시즌
1,2,김성한,해태,0.327,93,382,339,111,20,0,7,40,13,7,38,4,38,7,13,1983,KBO 정규시즌
2,3,장진범,해태,0.294,38,73,68,20,3,0,0,9,4,2,2,1,10,1,7,1983,KBO 정규시즌
3,4,김봉연,해태,0.28,80,329,286,80,10,1,22,59,2,2,42,0,28,3,0,1983,KBO 정규시즌
4,5,김일권,해태,0.275,96,419,374,103,13,1,6,26,48,22,35,6,34,7,4,1983,KBO 정규시즌
5,6,차영화,해태,0.266,86,252,229,61,6,2,1,23,16,11,13,2,17,3,7,1983,KBO 정규시즌
6,7,김무종,해태,0.262,93,345,309,81,19,2,12,60,2,5,20,5,35,7,10,1983,KBO 정규시즌
7,8,서정환,해태,0.257,98,358,319,82,11,3,3,34,13,7,27,4,42,10,26,1983,KBO 정규시즌
8,9,김종윤,해태,0.254,76,196,169,43,8,2,2,17,3,7,20,2,28,1,3,1983,KBO 정규시즌
9,10,김준환,해태,0.248,90,363,326,81,5,1,10,43,11,5,27,3,39,11,2,1983,KBO 정규시즌
10,11,임정면,해태,0.243,39,121,107,26,1,0,0,8,1,2,5,6,14,2,8,1983,KBO 정규시즌
11,12,양승호,해태,0.236,46,122,110,26,2,0,2,11,3,1,7,2,10,4,9,1983,KBO 정규시즌
12,13,박전섭,해태,0.2,6,10,10,2,0,0,0,0,0,1,0,0,1,2,1,1983,KBO 정규시즌
13,14,송일섭,해태,0.194,57,126,108,21,6,1,2,9,5,4,17,1,25,1,1,1983,KBO 정규시즌
