,순위,선수명,팀명,AVG,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SAC,SF,년도,경기타입,SB,CS,BB,HBP,SO,GDP,E
15,13,최선호,삼성,-,1,0,0,,0,0,0,0,,0,,,2015,KBO 정규시즌,0,0,0,0,0,0,0
0,1,이정식,삼성,0.400,5,5,5,0,2,0,0,0,2,0,0,0,2015,KBO 시범경기,,,,,,,
1,2,배영섭,삼성,0.375,4,18,16,2,6,0,0,0,6,2,0,0,2015,KBO 시범경기,,,,,,,
2,3,구자욱,삼성,0.349,116,465,410,97,143,33,5,11,219,57,0,4,2015,KBO 시범경기,,,,,,,
3,4,채태인,삼성,0.348,104,373,333,35,116,19,0,8,159,49,0,4,2015,KBO 시범경기,,,,,,,
4,5,이승엽,삼성,0.332,122,522,470,87,156,28,1,26,264,90,0,6,2015,KBO 시범경기,,,,,,,
5,6,진갑용,삼성,0.324,39,73,68,8,22,2,0,3,33,10,0,1,2015,KBO 시범경기,,,,,,,
6,7,박석민,삼성,0.321,135,559,448,90,144,25,0,26,247,116,1,8,2015,KBO 시범경기,,,,,,,
7,8,최형우,삼성,0.318,144,637,547,94,174,33,1,33,308,123,0,8,2015,KBO 시범경기,,,,,,,
8,9,이지영,삼성,0.305,124,400,361,36,110,10,1,1,125,55,16,5,2015,KBO 시범경기,,,,,,,
9,10,박한이,삼성,0.300,94,429,367,62,110,17,4,11,168,52,7,1,2015,KBO 시범경기,,,,,,,
10,11,박해민,삼성,0.293,144,608,525,96,154,22,7,0,190,47,23,2,2015,KBO 시범경기,,,,,,,
11,12,나바로,삼성,0.287,140,643,534,126,153,19,1,48,318,137,1,9,2015,KBO 시범경기,,,,,,,
12,13,김상수,삼성,0.278,132,518,449,67,125,30,4,8,187,63,13,7,2015,KBO 시범경기,,,,,,,
13,14,백상원,삼성,0.247,52,94,77,10,19,5,0,0,24,7,2,1,2015,KBO 시범경기,,,,,,,
14,15,이흥련,삼성,0.238,71,108,105,16,25,7,0,1,35,17,1,0,2015,KBO 시범경기,,,,,,,
15,16,이영욱,삼성,0.227,38,26,22,8,5,2,0,0,7,2,0,0,2015,KBO 시범경기,,,,,,,
16,17,박찬도,삼성,0.213,116,106,89,32,19,2,1,0,23,9,5,0,2015,KBO 시범경기,,,,,,,
17,18,우동균,삼성,0.208,37,82,72,12,15,4,0,0,19,6,1,0,2015,KBO 시범경기,,,,,,,
18,19,김재현,삼성,0.171,73,48,41,7,7,0,0,0,7,5,2,0,2015,KBO 시범경기,,,,,,,
19,20,김정혁,삼성,0.167,17,20,18,3,3,0,0,0,3,1,1,0,2015,KBO 시범경기,,,,,,,
20,20,최선호,삼성,0.167,33,44,42,8,7,1,0,0,8,1,2,0,2015,KBO 시범경기,,,,,,,
21,22,강봉규,삼성,0.000,5,8,6,0,0,0,0,0,0,0,0,0,2015,KBO 시범경기,,,,,,,
22,22,김태완,삼성,0.000,4,6,5,0,0,0,0,0,0,0,0,0,2015,KBO 시범경기,,,,,,,
23,22,박계범,삼성,-,3,0,0,0,0,0,0,0,0,0,0,0,2015,KBO 시범경기,,,,,,,
24,22,심창민,삼성,-,1,0,0,0,0,0,0,0,0,0,0,0,2015,KBO 시범경기,,,,,,,
25,22,윤영수,삼성,0.000,4,2,2,0,0,0,0,0,0,0,0,0,2015,KBO 시범경기,,,,,,,
26,22,이상훈,삼성,0.000,4,8,7,0,0,0,0,0,0,0,1,0,2015,KBO 시범경기,,,,,,,
27,22,임창용,삼성,-,2,0,0,0,0,0,0,0,0,0,0,0,2015,KBO 시범경기,,,,,,,
28,22,정인욱,삼성,-,1,0,0,0,0,0,0,0,0,0,0,0,2015,KBO 시범경기,,,,,,,
29,22,최민구,삼성,-,6,1,0,1,0,0,0,0,0,1,0,1,2015,KBO 시범경기,,,,,,,
0,1,채태인,삼성,0.714,8,9,7,,5,1,0,0,,5,,,2015,KBO 와일드카드,0,0,0,0,1,0,0
1,2,강봉규,삼성,0.471,12,19,17,,8,2,0,1,,4,,,2015,KBO 와일드카드,0,0,1,0,2,0,0
2,3,최형우,삼성,0.400,10,30,30,,12,1,0,2,,5,,,2015,KBO 와일드카드,0,0,0,0,9,0,1
3,4,나바로,삼성,0.375,12,38,32,,12,1,0,3,,7,,,2015,KBO 와일드카드,0,2,6,0,2,1,0
4,4,이흥련,삼성,0.375,8,9,8,,3,0,0,0,,0,,,2015,KBO 와일드카드,0,0,1,0,1,0,0
5,6,김재현,삼성,0.364,12,11,11,,4,0,0,0,,2,,,2015,KBO 와일드카드,0,0,0,0,4,0,0
6,7,이지영,삼성,0.357,7,15,14,,5,0,0,0,,0,,,2015,KBO 와일드카드,0,0,1,0,0,2,0
7,8,박찬도,삼성,0.333,12,27,27,,9,0,1,0,,0,,,2015,KBO 와일드카드,3,0,0,0,7,0,0
8,9,박해민,삼성,0.320,12,30,25,,8,1,0,0,,3,,,2015,KBO 와일드카드,2,3,4,1,5,0,0
9,10,김상수,삼성,0.313,12,34,32,,10,1,0,0,,3,,,2015,KBO 와일드카드,1,1,0,0,4,1,2
10,10,백상원,삼성,0.313,12,18,16,,5,1,0,0,,0,,,2015,KBO 와일드카드,0,0,2,0,1,0,0
11,12,박한이,삼성,0.294,12,43,34,,10,2,1,0,,3,,,2015,KBO 와일드카드,0,0,8,1,5,3,0
12,13,구자욱,삼성,0.293,12,44,41,,12,1,1,2,,7,,,2015,KBO 와일드카드,2,2,3,0,9,1,0
13,14,우동균,삼성,0.250,11,12,12,,3,1,1,0,,3,,,2015,KBO 와일드카드,1,0,0,0,1,0,0
14,15,이정식,삼성,0.222,9,11,9,,2,1,0,0,,2,,,2015,KBO 와일드카드,0,0,2,0,3,1,0
15,16,박석민,삼성,0.179,12,45,39,,7,1,0,2,,7,,,2015,KBO 와일드카드,0,0,6,0,3,4,0
16,16,이승엽,삼성,0.179,12,43,39,,7,1,0,2,,4,,,2015,KBO 와일드카드,0,0,4,0,9,1,0
17,18,이영욱,삼성,0.143,9,8,7,,1,0,0,0,,1,,,2015,KBO 와일드카드,2,1,0,0,2,0,0
18,19,김희석,삼성,-,2,0,0,,0,0,0,0,,0,,,2015,KBO 와일드카드,0,0,0,0,0,0,0
19,19,문선엽,삼성,0.000,2,2,2,,0,0,0,0,,0,,,2015,KBO 와일드카드,0,0,0,0,1,0,0
20,19,박계범,삼성,0.000,2,1,1,,0,0,0,0,,0,,,2015,KBO 와일드카드,0,0,0,0,1,0,0
21,19,윤영수,삼성,-,4,0,0,,0,0,0,0,,0,,,2015,KBO 와일드카드,0,0,0,0,0,0,0
22,19,진갑용,삼성,0.000,1,2,2,,0,0,0,0,,0,,,2015,KBO 와일드카드,0,0,0,0,0,0,0
0,22,이창섭,NC,0.000,16,8,5,0,0,0,0,0,0,0,0,0,2015,KBO 정규시즌,,,,,,,
1,22,이태양,NC,-,1,0,0,0,0,0,0,0,0,0,0,0,2015,KBO 정규시즌,,,,,,,
2,22,이혜천,NC,-,3,0,0,0,0,0,0,0,0,0,0,0,2015,KBO 정규시즌,,,,,,,
3,22,임정호,NC,-,1,0,0,0,0,0,0,0,0,0,0,0,2015,KBO 정규시즌,,,,,,,
4,22,임창민,NC,-,2,0,0,0,0,0,0,0,0,0,0,0,2015,KBO 정규시즌,,,,,,,
5,22,최금강,NC,-,1,0,0,0,0,0,0,0,0,0,0,0,2015,KBO 정규시즌,,,,,,,
6,22,황윤호,NC,0.000,10,6,5,2,0,0,0,0,0,0,0,0,2015,KBO 정규시즌,,,,,,,
0,22,이창섭,NC,0.000,16,8,5,0,0,0,0,0,0,0,0,0,2015,KBO 시범경기,,,,,,,
1,22,이태양,NC,-,1,0,0,0,0,0,0,0,0,0,0,0,2015,KBO 시범경기,,,,,,,
2,22,이혜천,NC,-,3,0,0,0,0,0,0,0,0,0,0,0,2015,KBO 시범경기,,,,,,,
3,22,임정호,NC,-,1,0,0,0,0,0,0,0,0,0,0,0,2015,KBO 시범경기,,,,,,,
4,22,임창민,NC,-,2,0,0,0,0,0,0,0,0,0,0,0,2015,KBO 시범경기,,,,,,,
5,22,최금강,NC,-,1,0,0,0,0,0,0,0,0,0,0,0,2015,KBO 시범경기,,,,,,,
6,22,황윤호,NC,0.000,10,6,5,2,0,0,0,0,0,0,0,0,2015,KBO 시범경기,,,,,,,
0,1,박정준,NC,0.333,8,11,9,,3,0,0,0,,0,,,2015,KBO 와일드카드,1,0,2,0,1,0,0
1,1,최재원,NC,0.333,11,7,6,,2,0,0,0,,1,,,2015,KBO 와일드카드,2,0,1,0,1,0,0
2,3,김종호,NC,0.296,12,32,27,,8,2,0,0,,1,,,2015,KBO 와일드카드,4,0,1,3,6,0,0
3,4,박민우,NC,0.294,12,42,34,,10,2,1,0,,1,,,2015,KBO 와일드카드,3,2,7,1,5,0,1
4,5,이종욱,NC,0.270,13,44,37,,10,2,1,0,,5,,,2015,KBO 와일드카드,2,1,6,0,3,1,0
5,6,이호준,NC,0.265,11,37,34,,9,1,0,1,,3,,,2015,KBO 와일드카드,0,0,3,0,5,2,0
6,7,김태군,NC,0.258,13,35,31,,8,0,1,0,,2,,,2015,KBO 와일드카드,0,0,1,2,3,1,0
7,8,모창민,NC,0.256,13,41,39,,10,6,0,2,,5,,,2015,KBO 와일드카드,0,0,0,1,6,0,1
8,9,테임즈,NC,0.233,11,31,30,,7,1,0,2,,7,,,2015,KBO 와일드카드,0,0,1,0,5,1,0
9,10,나성범,NC,0.211,13,45,38,,8,3,0,1,,6,,,2015,KBO 와일드카드,0,0,3,1,10,0,1
10,10,조영훈,NC,0.211,12,22,19,,4,3,0,0,,4,,,2015,KBO 와일드카드,0,0,2,1,5,0,1
11,12,박대온,NC,0.200,10,6,5,,1,1,0,0,,0,,,2015,KBO 와일드카드,0,0,0,1,1,0,0
12,12,윤병호,NC,0.200,10,6,5,,1,0,0,0,,0,,,2015,KBO 와일드카드,2,1,1,0,0,0,0
13,14,손시헌,NC,0.190,10,25,21,,4,1,0,0,,1,,,2015,KBO 와일드카드,0,0,0,4,3,0,0
14,15,지석훈,NC,0.133,9,16,15,,2,0,0,0,,0,,,2015,KBO 와일드카드,0,0,1,0,2,0,0
15,16,용덕한,NC,0.105,10,20,19,,2,1,0,0,,2,,,2015,KBO 와일드카드,0,0,0,0,7,0,0
16,17,강민국,NC,0.100,9,10,10,,1,1,0,0,,0,,,2015,KBO 와일드카드,0,0,0,0,4,0,0
17,17,김성욱,NC,0.100,12,15,10,,1,0,0,0,,2,,,2015,KBO 와일드카드,0,1,3,2,2,0,0
18,19,노진혁,NC,0.083,11,12,12,,1,1,0,0,,0,,,2015,KBO 와일드카드,0,0,0,0,3,1,1
19,20,김지호,NC,-,1,0,0,,0,0,0,0,,0,,,2015,KBO 와일드카드,0,0,0,0,0,0,0
20,20,김진성,NC,-,2,0,0,,0,0,0,0,,0,,,2015,KBO 와일드카드,0,0,0,0,0,0,0
21,20,박세웅,NC,0.000,4,1,1,,0,0,0,0,,0,,,2015,KBO 와일드카드,0,0,0,0,1,0,0
22,20,이창섭,NC,-,3,0,0,,0,0,0,0,,0,,,2015,KBO 와일드카드,0,1,0,0,0,0,0
23,20,임정호,NC,-,1,0,0,,0,0,0,0,,0,,,2015,KBO 와일드카드,0,0,0,0,0,0,0
24,20,조평호,NC,0.000,2,4,4,,0,0,0,0,,0,,,2015,KBO 와일드카드,0,0,0,0,0,0,0
25,20,황윤호,NC,-,2,0,0,,0,0,0,0,,0,,,2015,KBO 와일드카드,0,0,0,0,0,0,0
0,1,노진혁,NC,1.000,3,2,1,,1,0,0,1,,2,,,2015,KBO 한국시리즈,0,0,1,0,0,0,0
1,2,최재원,NC,0.500,3,2,2,,1,0,0,1,,1,,,2015,KBO 한국시리즈,0,0,0,0,1,0,0
2,3,손시헌,NC,0.444,5,19,18,,8,3,0,0,,3,,,2015,KBO 한국시리즈,0,0,1,0,4,1,0
3,4,테임즈,NC,0.375,5,19,16,,6,1,0,0,,1,,,2015,KBO 한국시리즈,2,0,2,1,3,0,0
4,5,박민우,NC,0.318,5,23,22,,7,2,0,0,,3,,,2015,KBO 한국시리즈,1,0,1,0,5,2,2
5,6,지석훈,NC,0.267,5,16,15,,4,1,0,1,,2,,,2015,KBO 한국시리즈,0,0,0,0,1,1,0
6,7,나성범,NC,0.263,5,21,19,,5,1,0,0,,2,,,2015,KBO 한국시리즈,0,0,1,0,2,0,0
7,8,이호준,NC,0.250,5,19,16,,4,0,0,0,,2,,,2015,KBO 한국시리즈,0,0,2,1,3,0,0
8,9,이종욱,NC,0.167,5,19,18,,3,0,0,0,,2,,,2015,KBO 한국시리즈,0,1,1,0,4,1,0
9,10,김태군,NC,0.154,5,15,13,,2,0,0,0,,1,,,2015,KBO 한국시리즈,0,0,1,0,2,0,1
10,11,김종호,NC,0.133,5,18,15,,2,0,0,0,,0,,,2015,KBO 한국시리즈,0,1,3,0,3,0,0
11,12,김성욱,NC,0.000,3,5,3,,0,0,0,0,,1,,,2015,KBO 한국시리즈,1,0,2,0,2,0,0
12,12,김준완,NC,0.000,3,1,1,,0,0,0,0,,0,,,2015,KBO 한국시리즈,0,0,0,0,1,0,0
13,12,모창민,NC,0.000,3,3,3,,0,0,0,0,,0,,,2015,KBO 한국시리즈,0,0,0,0,1,0,0
14,12,용덕한,NC,0.000,4,2,2,,0,0,0,0,,0,,,2015,KBO 한국시리즈,0,0,0,0,0,0,0
15,12,조영훈,NC,-,1,0,0,,0,0,0,0,,0,,,2015,KBO 한국시리즈,0,0,0,0,0,0,0
16,12,조평호,NC,0.000,1,1,1,,0,0,0,0,,0,,,2015,KBO 한국시리즈,0,0,0,0,1,0,0
0,1,박동원,넥센,0.500,2,4,4,,2,0,0,0,,0,,,2015,KBO 시범경기,0,0,0,0,0,0,0
1,2,이택근,넥센,0.476,9,25,21,,10,2,0,0,,1,,,2015,KBO 시범경기,1,0,3,0,3,0,0
2,3,문우람,넥센,0.375,11,27,24,,9,3,0,1,,3,,,2015,KBO 시범경기,0,0,3,0,2,0,0
3,4,강지광,넥센,0.333,2,4,3,,1,1,0,0,,0,,,2015,KBO 시범경기,0,0,0,1,1,0,0
4,4,김민성,넥센,0.333,9,25,24,,8,2,1,0,,4,,,2015,KBO 시범경기,0,0,1,0,1,0,2
5,6,서동욱,넥센,0.313,8,19,16,,5,3,0,0,,4,,,2015,KBO 시범경기,0,0,3,0,2,0,1
6,7,박병호,넥센,0.308,11,32,26,,8,1,0,3,,11,,,2015,KBO 시범경기,0,0,5,0,6,0,0
7,8,박헌도,넥센,0.250,11,20,16,,4,2,0,0,,6,,,2015,KBO 시범경기,0,1,1,1,0,0,0
8,8,임병욱,넥센,0.250,11,18,16,,4,0,0,2,,5,,,2015,KBO 시범경기,3,0,2,0,8,0,0
9,10,서건창,넥센,0.227,7,23,22,,5,1,0,1,,2,,,2015,KBO 시범경기,1,0,1,0,6,0,0
10,11,유한준,넥센,0.207,11,38,29,,6,1,0,0,,3,,,2015,KBO 시범경기,1,0,8,1,3,0,0
11,12,윤석민,넥센,0.200,11,23,20,,4,1,0,0,,1,,,2015,KBO 시범경기,0,0,3,0,7,0,2
12,12,홍성갑,넥센,0.200,5,5,5,,1,0,0,0,,0,,,2015,KBO 시범경기,0,0,0,0,2,0,0
13,14,김재현,넥센,0.154,11,29,26,,4,0,0,0,,1,,,2015,KBO 시범경기,0,0,3,0,9,0,1
14,15,김하성,넥센,0.148,11,28,27,,4,1,0,0,,1,,,2015,KBO 시범경기,1,2,1,0,4,0,2
15,16,장영석,넥센,0.143,5,7,7,,1,1,0,0,,0,,,2015,KBO 시범경기,0,0,0,0,0,1,1
16,17,고종욱,넥센,0.125,10,8,8,,1,0,1,0,,0,,,2015,KBO 시범경기,2,0,0,0,2,0,0
17,18,스나이더,넥센,0.100,11,35,30,,3,1,0,0,,1,,,2015,KBO 시범경기,0,0,4,1,7,1,0
18,19,김지수,넥센,0.091,9,12,11,,1,0,0,0,,0,,,2015,KBO 시범경기,0,0,1,0,2,1,0
19,20,손승락,넥센,-,1,0,0,,0,0,0,0,,0,,,2015,KBO 시범경기,0,0,0,0,0,0,0
20,20,유선정,넥센,-,5,0,0,,0,0,0,0,,0,,,2015,KBO 시범경기,0,0,0,0,0,0,0
21,20,유재신,넥센,0.000,6,1,1,,0,0,0,0,,0,,,2015,KBO 시범경기,2,1,0,0,1,0,0
0,1,박동원,넥센,0.500,2,4,4,,2,0,0,0,,0,,,2015,KBO 와일드카드,0,0,0,0,0,0,0
1,2,이택근,넥센,0.476,9,25,21,,10,2,0,0,,1,,,2015,KBO 와일드카드,1,0,3,0,3,0,0
2,3,문우람,넥센,0.375,11,27,24,,9,3,0,1,,3,,,2015,KBO 와일드카드,0,0,3,0,2,0,0
3,4,강지광,넥센,0.333,2,4,3,,1,1,0,0,,0,,,2015,KBO 와일드카드,0,0,0,1,1,0,0
4,4,김민성,넥센,0.333,9,25,24,,8,2,1,0,,4,,,2015,KBO 와일드카드,0,0,1,0,1,0,2
5,6,서동욱,넥센,0.313,8,19,16,,5,3,0,0,,4,,,2015,KBO 와일드카드,0,0,3,0,2,0,1
6,7,박병호,넥센,0.308,11,32,26,,8,1,0,3,,11,,,2015,KBO 와일드카드,0,0,5,0,6,0,0
7,8,박헌도,넥센,0.250,11,20,16,,4,2,0,0,,6,,,2015,KBO 와일드카드,0,1,1,1,0,0,0
8,8,임병욱,넥센,0.250,11,18,16,,4,0,0,2,,5,,,2015,KBO 와일드카드,3,0,2,0,8,0,0
9,10,서건창,넥센,0.227,7,23,22,,5,1,0,1,,2,,,2015,KBO 와일드카드,1,0,1,0,6,0,0
10,11,유한준,넥센,0.207,11,38,29,,6,1,0,0,,3,,,2015,KBO 와일드카드,1,0,8,1,3,0,0
11,12,윤석민,넥센,0.200,11,23,20,,4,1,0,0,,1,,,2015,KBO 와일드카드,0,0,3,0,7,0,2
12,12,홍성갑,넥센,0.200,5,5,5,,1,0,0,0,,0,,,2015,KBO 와일드카드,0,0,0,0,2,0,0
13,14,김재현,넥센,0.154,11,29,26,,4,0,0,0,,1,,,2015,KBO 와일드카드,0,0,3,0,9,0,1
14,15,김하성,넥센,0.148,11,28,27,,4,1,0,0,,1,,,2015,KBO 와일드카드,1,2,1,0,4,0,2
15,16,장영석,넥센,0.143,5,7,7,,1,1,0,0,,0,,,2015,KBO 와일드카드,0,0,0,0,0,1,1
16,17,고종욱,넥센,0.125,10,8,8,,1,0,1,0,,0,,,2015,KBO 와일드카드,2,0,0,0,2,0,0
17,18,스나이더,넥센,0.100,11,35,30,,3,1,0,0,,1,,,2015,KBO 와일드카드,0,0,4,1,7,1,0
18,19,김지수,넥센,0.091,9,12,11,,1,0,0,0,,0,,,2015,KBO 와일드카드,0,0,1,0,2,1,0
19,20,손승락,넥센,-,1,0,0,,0,0,0,0,,0,,,2015,KBO 와일드카드,0,0,0,0,0,0,0
20,20,유선정,넥센,-,5,0,0,,0,0,0,0,,0,,,2015,KBO 와일드카드,0,0,0,0,0,0,0
21,20,유재신,넥센,0.000,6,1,1,,0,0,0,0,,0,,,2015,KBO 와일드카드,2,1,0,0,1,0,0
0,1,스나이더,넥센,0.667,1,3,3,,2,1,0,0,,1,,,2015,KBO 준플레이오프,0,0,0,0,1,0,0
1,2,김민성,넥센,0.500,1,5,4,,2,1,0,0,,0,,,2015,KBO 준플레이오프,0,0,1,0,1,0,0
2,3,고종욱,넥센,0.333,1,4,3,,1,0,1,0,,1,,,2015,KBO 준플레이오프,1,0,1,0,0,0,0
3,4,김하성,넥센,0.250,1,5,4,,1,1,0,0,,0,,,2015,KBO 준플레이오프,0,0,1,0,0,0,1
4,4,이택근,넥센,0.250,1,5,4,,1,0,0,0,,1,,,2015,KBO 준플레이오프,0,0,1,0,0,0,0
5,6,박동원,넥센,0.200,1,5,5,,1,0,0,0,,0,,,2015,KBO 준플레이오프,0,0,0,0,4,0,0
6,7,박병호,넥센,0.000,1,5,3,,0,0,0,0,,0,,,2015,KBO 준플레이오프,0,1,2,0,2,0,0
7,7,박헌도,넥센,0.000,1,2,2,,0,0,0,0,,0,,,2015,KBO 준플레이오프,0,0,0,0,1,0,0
8,7,서건창,넥센,0.000,1,6,4,,0,0,0,0,,0,,,2015,KBO 준플레이오프,0,0,2,0,2,1,0
9,7,유재신,넥센,-,1,0,0,,0,0,0,0,,0,,,2015,KBO 준플레이오프,0,0,0,0,0,0,0
10,7,유한준,넥센,0.000,1,5,4,,0,0,0,0,,1,,,2015,KBO 준플레이오프,0,0,0,0,1,0,0
11,7,윤석민,넥센,0.000,1,2,2,,0,0,0,0,,0,,,2015,KBO 준플레이오프,0,0,0,0,1,0,0
0,1,고종욱,넥센,0.389,4,18,18,,7,0,0,0,,1,,,2015,KBO 플레이오프,0,1,0,0,4,0,0
1,2,박병호,넥센,0.364,4,17,11,,4,0,0,2,,4,,,2015,KBO 플레이오프,0,0,5,0,2,0,0
2,3,서건창,넥센,0.333,4,18,15,,5,1,0,1,,1,,,2015,KBO 플레이오프,0,0,1,0,2,0,0
3,4,박동원,넥센,0.308,4,16,13,,4,2,0,2,,6,,,2015,KBO 플레이오프,0,0,2,1,2,0,1
4,5,윤석민,넥센,0.273,3,11,11,,3,0,0,0,,0,,,2015,KBO 플레이오프,0,0,0,0,4,0,0
5,6,김민성,넥센,0.267,4,17,15,,4,2,0,0,,2,,,2015,KBO 플레이오프,0,0,1,0,3,0,1
6,6,김하성,넥센,0.267,4,16,15,,4,0,0,1,,2,,,2015,KBO 플레이오프,0,1,1,0,2,0,0
7,8,유한준,넥센,0.200,4,17,15,,3,1,0,0,,0,,,2015,KBO 플레이오프,0,1,2,0,1,0,0
8,9,이택근,넥센,0.091,3,12,11,,1,0,0,0,,0,,,2015,KBO 플레이오프,0,0,1,0,2,0,0
9,10,김재현,넥센,-,1,0,0,,0,0,0,0,,0,,,2015,KBO 플레이오프,0,0,0,0,0,0,0
10,10,김지수,넥센,0.000,1,1,1,,0,0,0,0,,0,,,2015,KBO 플레이오프,0,0,0,0,0,0,0
11,10,문우람,넥센,-,1,0,0,,0,0,0,0,,0,,,2015,KBO 플레이오프,0,0,0,0,0,0,1
12,10,박헌도,넥센,-,1,1,0,,0,0,0,0,,0,,,2015,KBO 플레이오프,0,0,0,1,0,0,0
13,10,서동욱,넥센,0.000,1,1,1,,0,0,0,0,,0,,,2015,KBO 플레이오프,0,0,0,0,1,0,0
14,10,스나이더,넥센,0.000,3,10,9,,0,0,0,0,,1,,,2015,KBO 플레이오프,0,0,1,0,3,0,0
15,10,유재신,넥센,-,2,0,0,,0,0,0,0,,0,,,2015,KBO 플레이오프,1,0,0,0,0,0,0
0,29,박철우,SK,0.000,19,2,2,1,0,0,0,0,0,0,0,0,2015,KBO 정규시즌,,,,,,,
1,29,서진용,SK,-,1,0,0,0,0,0,0,0,0,0,0,0,2015,KBO 정규시즌,,,,,,,
2,29,신재웅,SK,-,2,0,0,0,0,0,0,0,0,0,0,0,2015,KBO 정규시즌,,,,,,,
3,29,윤길현,SK,-,1,0,0,0,0,0,0,0,0,0,0,0,2015,KBO 정규시즌,,,,,,,
4,29,이재영,SK,-,1,0,0,0,0,0,0,0,0,0,0,0,2015,KBO 정규시즌,,,,,,,
5,29,이창욱,SK,-,1,0,0,0,0,0,0,0,0,0,0,0,2015,KBO 정규시즌,,,,,,,
6,29,이한진,SK,-,1,0,0,0,0,0,0,0,0,0,0,0,2015,KBO 정규시즌,,,,,,,
7,29,정우람,SK,-,5,0,0,0,0,0,0,0,0,0,0,0,2015,KBO 정규시즌,,,,,,,
8,29,채병용,SK,-,1,0,0,0,0,0,0,0,0,0,0,0,2015,KBO 정규시즌,,,,,,,
0,29,박철우,SK,0.000,19,2,2,1,0,0,0,0,0,0,0,0,2015,KBO 시범경기,,,,,,,
1,29,서진용,SK,-,1,0,0,0,0,0,0,0,0,0,0,0,2015,KBO 시범경기,,,,,,,
2,29,신재웅,SK,-,2,0,0,0,0,0,0,0,0,0,0,0,2015,KBO 시범경기,,,,,,,
3,29,윤길현,SK,-,1,0,0,0,0,0,0,0,0,0,0,0,2015,KBO 시범경기,,,,,,,
4,29,이재영,SK,-,1,0,0,0,0,0,0,0,0,0,0,0,2015,KBO 시범경기,,,,,,,
5,29,이창욱,SK,-,1,0,0,0,0,0,0,0,0,0,0,0,2015,KBO 시범경기,,,,,,,
6,29,이한진,SK,-,1,0,0,0,0,0,0,0,0,0,0,0,2015,KBO 시범경기,,,,,,,
7,29,정우람,SK,-,5,0,0,0,0,0,0,0,0,0,0,0,2015,KBO 시범경기,,,,,,,
8,29,채병용,SK,-,1,0,0,0,0,0,0,0,0,0,0,0,2015,KBO 시범경기,,,,,,,
0,1,박철우,SK,0.667,8,3,3,,2,0,0,0,,0,,,2015,KBO 와일드카드,1,0,0,0,1,0,0
1,2,이재원,SK,0.440,11,31,25,,11,2,0,2,,5,,,2015,KBO 와일드카드,0,1,5,1,4,1,0
2,3,박계현,SK,0.361,12,41,36,,13,2,1,0,,6,,,2015,KBO 와일드카드,2,1,4,0,8,1,1
3,4,정상호,SK,0.357,11,30,28,,10,4,0,1,,8,,,2015,KBO 와일드카드,0,0,1,1,5,3,0
4,5,박정권,SK,0.286,7,24,21,,6,1,0,2,,2,,,2015,KBO 와일드카드,0,0,2,1,3,1,0
5,5,브라운,SK,0.286,11,38,35,,10,0,0,3,,6,,,2015,KBO 와일드카드,0,2,2,0,9,2,0
6,5,허웅,SK,0.286,5,8,7,,2,2,0,0,,0,,,2015,KBO 와일드카드,0,0,1,0,1,0,1
7,8,박진만,SK,0.273,6,11,11,,3,2,0,0,,1,,,2015,KBO 와일드카드,0,0,0,0,3,0,0
8,9,이명기,SK,0.265,9,38,34,,9,2,0,0,,1,,,2015,KBO 와일드카드,3,2,3,0,9,0,0
9,10,김연훈,SK,0.250,8,13,12,,3,0,0,0,,3,,,2015,KBO 와일드카드,1,1,1,0,3,0,1
10,10,조동화,SK,0.250,7,18,16,,4,0,0,0,,1,,,2015,KBO 와일드카드,1,0,2,0,3,0,0
11,12,나주환,SK,0.240,11,28,25,,6,1,0,0,,2,,,2015,KBO 와일드카드,1,0,3,0,6,1,1
12,13,박재상,SK,0.238,10,22,21,,5,0,0,0,,1,,,2015,KBO 와일드카드,1,0,1,0,5,1,0
13,14,김재현,SK,0.222,12,27,27,,6,0,1,0,,2,,,2015,KBO 와일드카드,3,1,0,0,10,0,0
14,14,정의윤,SK,0.222,12,29,27,,6,2,0,1,,4,,,2015,KBO 와일드카드,0,1,1,1,5,0,0
15,16,김성현,SK,0.167,9,26,24,,4,0,0,0,,0,,,2015,KBO 와일드카드,0,1,1,1,7,0,1
16,17,김민식,SK,0.125,8,8,8,,1,0,1,0,,2,,,2015,KBO 와일드카드,0,0,0,0,1,0,1
17,18,김강민,SK,0.111,8,28,27,,3,0,0,0,,2,,,2015,KBO 와일드카드,0,2,1,0,12,0,0
18,19,최정,SK,0.067,5,18,15,,1,1,0,0,,2,,,2015,KBO 와일드카드,0,0,2,0,3,0,0
19,20,이대수,SK,0.000,1,2,2,,0,0,0,0,,0,,,2015,KBO 와일드카드,0,0,0,0,1,0,0
20,20,이현석,SK,0.000,1,1,1,,0,0,0,0,,0,,,2015,KBO 와일드카드,0,0,0,0,0,0,0
21,20,최정민,SK,0.000,1,1,1,,0,0,0,0,,0,,,2015,KBO 와일드카드,0,0,0,0,0,0,0
0,1,이재원,SK,0.500,1,4,4,,2,0,0,0,,0,,,2015,KBO 준플레이오프,0,0,0,0,1,0,0
1,2,나주환,SK,0.400,1,5,5,,2,0,1,0,,1,,,2015,KBO 준플레이오프,0,0,0,0,1,0,0
2,2,이명기,SK,0.400,1,6,5,,2,0,0,0,,0,,,2015,KBO 준플레이오프,0,0,1,0,2,0,0
